fecha,letra,total_cif
2016-05-01,F,37657716
2016-05-01,G,1188350208
2016-05-01,H,26317660
2016-05-01,I,2385062
2016-05-01,J,97498440
2016-05-01,K,12591952
2016-05-01,L,1746210
2016-05-01,M,7350058
2016-05-01,N,76134448
2016-05-01,P,345103
2016-05-01,Q,9298244
2016-05-01,R,524019
2016-05-01,S,14877840
2016-05-01,Z,-99
2016-06-01,A,16547122
2016-06-01,B,83917088
2016-06-01,C,2701430272
2016-06-01,D,48580600
2016-06-01,E,195736
2016-06-01,F,22207556
2016-06-01,G,1150832128
2016-06-01,H,73148824
2016-06-01,I,3195649
2016-06-01,J,75325000
2016-06-01,K,18118808
2016-06-01,L,1355307
2016-06-01,M,7124457
2016-06-01,N,350752160
2016-06-01,P,-99
2016-06-01,Q,7838481
2016-06-01,R,1773608
2016-06-01,S,21630948
2016-06-01,Z,-99
2016-07-01,A,20628516
2016-07-01,B,129113248
2016-07-01,C,2484686848
2016-07-01,D,31525200
2016-07-01,E,201070
2016-07-01,F,15249821
2016-07-01,G,1091747968
2016-07-01,H,52521208
2016-07-01,I,1373567
2016-07-01,J,88362792
2016-07-01,K,10508399
2016-07-01,L,578917
2016-07-01,M,13163245
2016-07-01,N,704848640
2016-07-01,P,18528
2016-07-01,Q,6894812
2016-07-01,R,1762840
2016-07-01,S,8796456
2016-07-01,Z,48184
2016-08-01,A,22858214
2016-08-01,B,88727608
2016-08-01,C,2939509760
2016-08-01,D,73437968
2016-08-01,E,1277602
2016-08-01,F,22166578
2016-08-01,G,1225352064
2016-08-01,H,79831088
2016-08-01,I,2793277
2016-08-01,J,89891808
2016-08-01,K,16471559
2016-08-01,L,746104
2016-08-01,M,13227548
2016-08-01,N,493324960
2016-08-01,P,148383
2016-08-01,Q,11903927
2016-08-01,R,11407845
2016-08-01,S,10490919
2016-08-01,Z,-99
2016-09-01,A,28710472
2016-09-01,B,96190800
2016-09-01,C,2749927936
2016-09-01,D,60297312
2016-09-01,E,578494
2016-09-01,F,20658304
2016-09-01,G,1258265600
2016-09-01,H,23895560
2016-09-01,I,3538665
2016-09-01,J,77591232
2016-09-01,K,19671378
2016-09-01,L,1496446
2016-09-01,M,13495961
2016-09-01,N,12202711
2016-09-01,P,-99
2016-09-01,Q,5589549
2016-09-01,R,156876512
2016-09-01,S,5799521
2016-09-01,Z,31500
2016-10-01,A,25206792
2016-10-01,B,99247776
2016-10-01,C,2507148544
2016-10-01,D,256343376
2016-10-01,E,1249464
2016-10-01,F,21050218
2016-10-01,G,1232960000
2016-10-01,H,93626936
2016-10-01,I,2828342
2016-10-01,J,79060760
2016-10-01,K,16577700
2016-10-01,L,1309076
2016-10-01,M,10310270
2016-10-01,N,8617227
2016-10-01,P,241984
2016-10-01,Q,9338786
2016-10-01,R,2891344
2016-10-01,S,5613583
2016-10-01,Z,86289
2016-11-01,A,22152330
2016-11-01,B,73952384
2016-11-01,C,2717274368
2016-11-01,D,96923856
2016-11-01,E,200491
2016-11-01,F,21729084
2016-11-01,G,1269280128
2016-11-01,H,97232624
2016-11-01,I,2816387
2016-11-01,J,56643552
2016-11-01,K,14033743
2016-11-01,L,2325322
2016-11-01,M,7583647
2016-11-01,N,8442760
2016-11-01,P,145219
2016-11-01,Q,10417405
2016-11-01,R,1139233
2016-11-01,S,4547923
2016-11-01,Z,97373
2016-12-01,A,22330032
2016-12-01,B,90205200
2016-12-01,C,2567071232
2016-12-01,D,138973280
2016-12-01,E,542692
2016-12-01,F,28449664
2016-12-01,G,1187416832
2016-12-01,H,21393318
2016-12-01,I,3202494
2016-12-01,J,48246720
2016-12-01,K,24123744
2016-12-01,L,2403375
2016-12-01,M,7543038
2016-12-01,N,10384732
2016-12-01,P,38966
2016-12-01,Q,9013830
2016-12-01,R,543727
2016-12-01,S,4412435
2016-12-01,Z,58180
2017-01-01,A,23909392
2017-01-01,B,130308800
2017-01-01,C,2374601984
2017-01-01,D,192653952
2017-01-01,E,440241
2017-01-01,F,41084312
2017-01-01,G,1219947648
2017-01-01,H,105156928
2017-01-01,I,3337743
2017-01-01,J,76495952
2017-01-01,K,10693945
2017-01-01,L,571609
2017-01-01,M,7626184
2017-01-01,N,154488128
2017-01-01,P,35885
2017-01-01,Q,6847647
2017-01-01,R,1162797
2017-01-01,S,5498415
2017-01-01,Z,83234
2017-02-01,A,22899176
2017-02-01,B,89348992
2017-02-01,C,2412784640
2017-02-01,D,65636284
2017-02-01,E,464485
2017-02-01,F,24880710
2017-02-01,G,1016869248
2017-02-01,H,41842804
2017-02-01,I,2875463
2017-02-01,J,58206668
2017-02-01,K,9754556
2017-02-01,L,464550
2017-02-01,M,8840230
2017-02-01,N,17163756
2017-02-01,P,59446
2017-02-01,Q,5372772
2017-02-01,R,1403476
2017-02-01,S,5709754
2017-02-01,Z,-99
2017-03-01,A,27893776
2017-03-01,B,85459440
2017-03-01,C,3273956096
2017-03-01,D,81146024
2017-03-01,E,1450427
2017-03-01,F,60447784
2017-03-01,G,1408294656
2017-03-01,H,138483456
2017-03-01,I,3437341
2017-03-01,J,94341880
2017-03-01,K,12707052
2017-03-01,L,690109
2017-03-01,M,8365921
2017-03-01,N,52117576
2017-03-01,P,192915
2017-03-01,Q,8972794
2017-03-01,R,2575052
2017-03-01,S,4926539
2017-03-01,Z,145455
2017-04-01,A,22999692
2017-04-01,B,70689328
2017-04-01,C,2875649024
2017-04-01,D,112443000
2017-04-01,E,1839294
2017-04-01,F,41622824
2017-04-01,G,1230615040
2017-04-01,H,26267964
2017-04-01,I,2248712
2017-04-01,J,76073008
2017-04-01,K,24930284
2017-04-01,L,967387
2017-04-01,M,8397205
2017-04-01,N,33152356
2017-04-01,P,64038
2017-04-01,Q,9538593
2017-04-01,R,6799966
2017-04-01,S,8850758
2017-04-01,Z,-99
2017-05-01,A,21926502
2017-05-01,B,77749328
2017-05-01,C,3434106368
2017-05-01,D,159143328
2017-05-01,E,2160687
2017-05-01,F,30900080
2017-05-01,G,1399613056
2017-05-01,H,96815952
2017-05-01,I,3551353
2017-05-01,J,81385976
2017-05-01,K,26798000
2017-05-01,L,1266721
2017-05-01,M,10712288
2017-05-01,N,136780288
2017-05-01,P,-99
2017-05-01,Q,10655256
2017-05-01,R,698108
2017-05-01,S,13756386
2017-05-01,Z,131013
2017-06-01,A,16431653
2017-06-01,B,90897776
2017-06-01,C,3167048704
2017-06-01,D,236062896
2017-06-01,E,1581385
2017-06-01,F,28831108
2017-06-01,G,1416888704
2017-06-01,H,32392062
2017-06-01,I,5362218
2017-06-01,J,83967720
2017-06-01,K,24583728
2017-06-01,L,3900026
2017-06-01,M,12102379
2017-06-01,N,226852176
2017-06-01,P,121034
2017-06-01,Q,12214881
2017-06-01,R,396579
2017-06-01,S,10693803
2017-06-01,Z,-99
2017-07-01,A,15258683
2017-07-01,B,78874696
2017-07-01,C,3299057920
2017-07-01,D,151005728
2017-07-01,E,1951526
2017-07-01,F,50153828
2017-07-01,G,1434197504
2017-07-01,H,99267160
2017-07-01,I,3089194
2017-07-01,J,86992216
2017-07-01,K,7846145
2017-07-01,L,1510705
2017-07-01,M,18887508
2017-07-01,N,183905904
2017-07-01,P,92692
2017-07-01,Q,7579894
2017-07-01,R,797527
2017-07-01,S,13813309
2017-07-01,Z,76755
2017-08-01,A,28739592
2017-08-01,B,92049256
2017-08-01,C,3598271232
2017-08-01,D,104434624
2017-08-01,E,1392211
2017-08-01,F,43606344
2017-08-01,G,1647110784
2017-08-01,H,67561264
2017-08-01,I,3360451
2017-08-01,J,102671448
2017-08-01,K,37973272
2017-08-01,L,898640
2017-08-01,M,11051337
2017-08-01,N,52118240
2017-08-01,P,101583
2017-08-01,Q,11992445
2017-08-01,R,861460
2017-08-01,S,7133695
2017-08-01,Z,524172
2017-09-01,A,28397008
2017-09-01,B,70132632
2017-09-01,C,3490375424
2017-09-01,D,68407680
2017-09-01,E,2204200
2017-09-01,F,29924164
2017-09-01,G,1635690240
2017-09-01,H,60413252
2017-09-01,I,3618716
2017-09-01,J,111081696
2017-09-01,K,25408308
2017-09-01,L,1571852
2017-09-01,M,10410267
2017-09-01,N,12016623
2017-09-01,P,100122
2017-09-01,Q,9357852
2017-09-01,R,1688255
2017-09-01,S,9814612
2017-09-01,Z,98697
2017-10-01,A,32390732
2017-10-01,B,91692872
2017-10-01,C,3668774144
2017-10-01,D,74071416
2017-10-01,E,2788765
2017-10-01,F,59748784
2017-10-01,G,1687321216
2017-10-01,H,119742032
2017-10-01,I,3936466
2017-10-01,J,129231272
2017-10-01,K,27399208
2017-10-01,L,1536328
2017-10-01,M,15166495
2017-10-01,N,16603503
2017-10-01,P,74091
2017-10-01,Q,12426011
2017-10-01,R,2596019
2017-10-01,S,6708076
2017-10-01,Z,143030
2017-11-01,A,27123890
2017-11-01,B,121756168
2017-11-01,C,3693687552
2017-11-01,D,97663728
2017-11-01,E,2153311
2017-11-01,F,39570072
2017-11-01,G,1581979392
2017-11-01,H,60914936
2017-11-01,I,3214083
2017-11-01,J,98181856
2017-11-01,K,18096812
2017-11-01,L,1684782
2017-11-01,M,10599380
2017-11-01,N,17255140
2017-11-01,P,-99
2017-11-01,Q,15885197
2017-11-01,R,4763445
2017-11-01,S,10045723
2017-11-01,Z,160467
2017-12-01,A,29879044
2017-12-01,B,102695360
2017-12-01,C,3113669120
2017-12-01,D,68260504
2017-12-01,E,1326174
2017-12-01,F,43037968
2017-12-01,G,1457388288
2017-12-01,H,98694072
2017-12-01,I,4466443
2017-12-01,J,93552944
2017-12-01,K,48468620
2017-12-01,L,1953753
2017-12-01,M,9596748
2017-12-01,N,17031184
2017-12-01,P,210171
2017-12-01,Q,8485235
2017-12-01,R,2397500
2017-12-01,S,9633104
2017-12-01,Z,77933
2018-01-01,A,19867926
2018-01-01,B,122635440
2018-01-01,C,3335477248
2018-01-01,D,37960060
2018-01-01,E,1375058
2018-01-01,F,47015828
2018-01-01,G,1586282496
2018-01-01,H,129950608
2018-01-01,I,4992706
2018-01-01,J,131856584
2018-01-01,K,45225936
2018-01-01,L,1720483
2018-01-01,M,19275558
2018-01-01,N,16065535
2018-01-01,P,298822
2018-01-01,Q,11814687
2018-01-01,R,1913619
2018-01-01,S,10233095
2018-01-01,Z,142540
2018-02-01,A,19085964
2018-02-01,B,70951560
2018-02-01,C,3303118592
2018-02-01,D,55126272
2018-02-01,E,3067811
2018-02-01,F,39084464
2018-02-01,G,1323750656
2018-02-01,H,54132492
2018-02-01,I,3630229
2018-02-01,J,71242680
2018-02-01,K,24012692
2018-02-01,L,2278482
2018-02-01,M,13202270
2018-02-01,N,15080498
2018-02-01,P,114365
2018-02-01,Q,3905897
2018-02-01,R,1523462
2018-02-01,S,5780763
2018-02-01,Z,67121
2018-03-01,A,19321576
2018-03-01,B,104491232
2018-03-01,C,3818448896
2018-03-01,D,181061664
2018-03-01,E,495967
2018-03-01,F,35620368
2018-03-01,G,1431020928
2018-03-01,H,74655992
2018-03-01,I,3283940
2018-03-01,J,90563200
2018-03-01,K,4827567
2018-03-01,L,693288
2018-03-01,M,10789608
2018-03-01,N,13521831
2018-03-01,P,325887
2018-03-01,Q,7184262
2018-03-01,R,1871161
2018-03-01,S,8794322
2018-03-01,Z,-99
2018-04-01,A,16478166
2018-04-01,B,173984208
2018-04-01,C,3855524352
2018-04-01,D,63654132
2018-04-01,E,381303
2018-04-01,F,39265708
2018-04-01,G,1419740928
2018-04-01,H,70949840
2018-04-01,I,3930355
2018-04-01,J,129471504
2018-04-01,K,5328596
2018-04-01,L,955170
2018-04-01,M,26030856
2018-04-01,N,15816093
2018-04-01,P,88877
2018-04-01,Q,8115493
2018-04-01,R,848260
2018-04-01,S,8831330
2018-04-01,Z,77607
2018-05-01,A,27583064
2018-05-01,B,164344224
2018-05-01,C,3843753216
2018-05-01,D,61824168
2018-05-01,E,871393
2018-05-01,F,32884118
2018-05-01,G,1408974720
2018-05-01,H,72527624
2018-05-01,I,4023837
2018-05-01,J,123448088
2018-05-01,K,2900225
2018-05-01,L,1439563
2018-05-01,M,10469946
2018-05-01,N,188539488
2018-05-01,P,148940
2018-05-01,Q,13192249
2018-05-01,R,1958300
2018-05-01,S,8871764
2018-05-01,Z,29046
2018-06-01,A,16527825
2018-06-01,B,140217152
2018-06-01,C,3111194880
2018-06-01,D,77629960
2018-06-01,E,309654
2018-06-01,F,44816156
2018-06-01,G,1196167680
2018-06-01,H,66672960
2018-06-01,I,4326824
2018-06-01,J,111098624
2018-06-01,K,5796162
2018-06-01,L,1411857
2018-06-01,M,8621454
2018-06-01,N,186619040
2018-06-01,P,104369
2018-06-01,Q,11431716
2018-06-01,R,516975
2018-06-01,S,3862590
2018-06-01,Z,-99
2018-07-01,A,21311500
2018-07-01,B,198617920
2018-07-01,C,3399994112
2018-07-01,D,43982136
2018-07-01,E,748786
2018-07-01,F,33471744
2018-07-01,G,1408418944
2018-07-01,H,54129264
2018-07-01,I,4659275
2018-07-01,J,127351576
2018-07-01,K,15173416
2018-07-01,L,553780
2018-07-01,M,10719888
2018-07-01,N,251013360
2018-07-01,P,73788
2018-07-01,Q,7159847
2018-07-01,R,1230640
2018-07-01,S,10990475
2018-07-01,Z,98391
2018-08-01,A,28217352
2018-08-01,B,241222912
2018-08-01,C,3475334912
2018-08-01,D,107597136
2018-08-01,E,957021
2018-08-01,F,48835348
2018-08-01,G,1461932288
2018-08-01,H,77652496
2018-08-01,I,3599535
2018-08-01,J,135385152
2018-08-01,K,6536975
2018-08-01,L,1458395
2018-08-01,M,9936714
2018-08-01,N,98977312
2018-08-01,P,422320
2018-08-01,Q,8578512
2018-08-01,R,23397492
2018-08-01,S,7295780
2018-08-01,Z,36250
2018-09-01,A,17335348
2018-09-01,B,266876416
2018-09-01,C,2701431040
2018-09-01,D,35762368
2018-09-01,E,1473064
2018-09-01,F,23610252
2018-09-01,G,1123270144
2018-09-01,H,32972878
2018-09-01,I,3013103
2018-09-01,J,85079864
2018-09-01,K,2360707
2018-09-01,L,345164
2018-09-01,M,6206296
2018-09-01,N,16471343
2018-09-01,P,170322
2018-09-01,Q,9257831
2018-09-01,R,1380779
2018-09-01,S,8426359
2018-09-01,Z,143006
2018-10-01,A,36819828
2018-10-01,B,194111648
2018-10-01,C,2935569664
2018-10-01,D,82156944
2018-10-01,E,2118553
2018-10-01,F,44470032
2018-10-01,G,1289693056
2018-10-01,H,100197192
2018-10-01,I,4157605
2018-10-01,J,91462528
2018-10-01,K,1259885
2018-10-01,L,1761747
2018-10-01,M,10443301
2018-10-01,N,18722848
2018-10-01,P,167454
2018-10-01,Q,6810653
2018-10-01,R,1909025
2018-10-01,S,12273523
2018-10-01,Z,36484
2018-11-01,A,22990688
2018-11-01,B,188409696
2018-11-01,C,2603067136
2018-11-01,D,38600096
2018-11-01,E,783445
2018-11-01,F,27982188
2018-11-01,G,982378752
2018-11-01,H,141091120
2018-11-01,I,4010636
2018-11-01,J,58704080
2018-11-01,K,6398428
2018-11-01,L,1557224
2018-11-01,M,13977607
2018-11-01,N,18010680
2018-11-01,P,75844
2018-11-01,Q,9401977
2018-11-01,R,994103
2018-11-01,S,10016165
2018-11-01,Z,45506
2018-12-01,A,18998464
2018-12-01,B,172680944
2018-12-01,C,2169253888
2018-12-01,D,125061224
2018-12-01,E,770172
2018-12-01,F,40760620
2018-12-01,G,896891648
2018-12-01,H,261607312
2018-12-01,I,2796269
2018-12-01,J,89110360
2018-12-01,K,3403083
2018-12-01,L,989733
2018-12-01,M,10418797
2018-12-01,N,11693987
2018-12-01,P,79102
2018-12-01,Q,9192579
2018-12-01,R,1752999
2018-12-01,S,8679814
2018-12-01,Z,108808
2019-01-01,A,16471521
2019-01-01,B,185683872
2019-01-01,C,2374909696
2019-01-01,D,88449264
2019-01-01,E,1791575
2019-01-01,F,40533096
2019-01-01,G,991676160
2019-01-01,H,119065904
2019-01-01,I,3100498
2019-01-01,J,95044000
2019-01-01,K,2173449
2019-01-01,L,1442521
2019-01-01,M,8066028
2019-01-01,N,12344174
2019-01-01,P,53419
2019-01-01,Q,10538458
2019-01-01,R,668630
2019-01-01,S,2706970
2019-01-01,Z,35599
2019-02-01,A,19476772
2019-02-01,B,166462464
2019-02-01,C,2275909888
2019-02-01,D,105822432
2019-02-01,E,1799171
2019-02-01,F,52320128
2019-02-01,G,973248512
2019-02-01,H,67004608
2019-02-01,I,3140011
2019-02-01,J,80854232
2019-02-01,K,1209494
2019-02-01,L,816985
2019-02-01,M,5962932
2019-02-01,N,12450856
2019-02-01,P,194197
2019-02-01,Q,3735702
2019-02-01,R,720093
2019-02-01,S,2373921
2019-02-01,Z,-99
2019-03-01,A,20915498
2019-03-01,B,186457680
2019-03-01,C,2236732672
2019-03-01,D,73032784
2019-03-01,E,2183586
2019-03-01,F,29404108
2019-03-01,G,1041015808
2019-03-01,H,28864372
2019-03-01,I,1667763
2019-03-01,J,69074408
2019-03-01,K,3786051
2019-03-01,L,2883714
2019-03-01,M,10106501
2019-03-01,N,10894243
2019-03-01,P,530350
2019-03-01,Q,8675731
2019-03-01,R,4576132
2019-03-01,S,7328171
2019-03-01,Z,57376
2019-04-01,A,21917140
2019-04-01,B,190353856
2019-04-01,C,2368906240
2019-04-01,D,76584752
2019-04-01,E,2262354
2019-04-01,F,33684576
2019-04-01,G,882290624
2019-04-01,H,211746800
2019-04-01,I,4043512
2019-04-01,J,88256576
2019-04-01,K,1077119
2019-04-01,L,654365
2019-04-01,M,7919386
2019-04-01,N,12898451
2019-04-01,P,102895
2019-04-01,Q,4262044
2019-04-01,R,6492331
2019-04-01,S,7209602
2019-04-01,Z,65106
2019-05-01,A,18184344
2019-05-01,B,162106752
2019-05-01,C,2547753984
2019-05-01,D,105164744
2019-05-01,E,2676752
2019-05-01,F,47821500
2019-05-01,G,1200805376
2019-05-01,H,53634528
2019-05-01,I,5385469
2019-05-01,J,97333360
2019-05-01,K,3063314
2019-05-01,L,905514
2019-05-01,M,4923918
2019-05-01,N,13682288
2019-05-01,P,116836
2019-05-01,Q,6319228
2019-05-01,R,1035445
2019-05-01,S,5669475
2019-05-01,Z,165783
2019-06-01,A,22360576
2019-06-01,B,164832960
2019-06-01,C,2202042624
2019-06-01,D,94113912
2019-06-01,E,1576520
2019-06-01,F,44455984
2019-06-01,G,1089563904
2019-06-01,H,125546272
2019-06-01,I,2685854
2019-06-01,J,96919144
2019-06-01,K,-99
2019-06-01,L,1502713
2019-06-01,M,4386963
2019-06-01,N,38755088
2019-06-01,P,436308
2019-06-01,Q,7598000
2019-06-01,R,1062327
2019-06-01,S,8355753
2019-06-01,Z,-99
2019-07-01,A,19694144
2019-07-01,B,207341968
2019-07-01,C,2620194048
2019-07-01,D,141461552
2019-07-01,E,2767842
2019-07-01,F,45728048
2019-07-01,G,1432286208
2019-07-01,H,76683544
2019-07-01,I,4506901
2019-07-01,J,113241456
2019-07-01,K,1104696
2019-07-01,L,864210
2019-07-01,M,10008166
2019-07-01,N,13440550
2019-07-01,P,58258
2019-07-01,Q,7267259
2019-07-01,R,1186296
2019-07-01,S,10103265
2019-07-01,Z,-99
2019-08-01,A,16671781
2019-08-01,B,152767168
2019-08-01,C,2391506432
2019-08-01,D,103617784
2019-08-01,E,3042311
2019-08-01,F,32041262
2019-08-01,G,1012389056
2019-08-01,H,22641528
2019-08-01,I,3990199
2019-08-01,J,106496624
2019-08-01,K,9192825
2019-08-01,L,1341979
2019-08-01,M,8837701
2019-08-01,N,66402584
2019-08-01,P,148835
2019-08-01,Q,6757142
2019-08-01,R,1256877
2019-08-01,S,5044448
2019-08-01,Z,109235
2019-09-01,A,26705172
2019-09-01,B,99727280
2019-09-01,C,2210522368
2019-09-01,D,78617792
2019-09-01,E,2788149
2019-09-01,F,37688152
2019-09-01,G,1311004416
2019-09-01,H,56499860
2019-09-01,I,2750934
2019-09-01,J,85576576
2019-09-01,K,1422004
2019-09-01,L,541278
2019-09-01,M,11286409
2019-09-01,N,12345458
2019-09-01,P,65226
2019-09-01,Q,5676868
2019-09-01,R,453850
2019-09-01,S,3577035
2019-09-01,Z,-99
2019-10-01,A,28396948
2019-10-01,B,101339584
2019-10-01,C,2279764736
2019-10-01,D,77633368
2019-10-01,E,1079289
2019-10-01,F,57415476
2019-10-01,G,1049344896
2019-10-01,H,122621648
2019-10-01,I,3474462
2019-10-01,J,112484632
2019-10-01,K,100533
2019-10-01,L,444861
2019-10-01,M,13580448
2019-10-01,N,10803053
2019-10-01,P,144260
2019-10-01,Q,5163849
2019-10-01,R,11592399
2019-10-01,S,4050585
2019-10-01,Z,39835
2019-11-01,A,36867812
2019-11-01,B,141712800
2019-11-01,C,1897055872
2019-11-01,D,25802250
2019-11-01,E,966282
2019-11-01,F,32413864
2019-11-01,G,843447424
2019-11-01,H,195146176
2019-11-01,I,2696916
2019-11-01,J,61792292
2019-11-01,K,2069046
2019-11-01,L,1096535
2019-11-01,M,5143652
2019-11-01,N,9168862
2019-11-01,P,-99
2019-11-01,Q,6342357
2019-11-01,R,1129972
2019-11-01,S,4336761
2019-11-01,Z,61010
2019-12-01,A,19058950
2019-12-01,B,98657960
2019-12-01,C,1683139584
2019-12-01,D,16136202
2019-12-01,E,1091481
2019-12-01,F,27278032
2019-12-01,G,841709440
2019-12-01,H,64990408
2019-12-01,I,4452186
2019-12-01,J,67298360
2019-12-01,K,317638
2019-12-01,L,589531
2019-12-01,M,5096713
2019-12-01,N,13363861
2019-12-01,P,275047
2019-12-01,Q,5423121
2019-12-01,R,3850080
2019-12-01,S,6307140
2019-12-01,Z,-99
2020-01-01,A,13024795
2020-01-01,B,127189392
2020-01-01,C,1915295744
2020-01-01,D,30528892
2020-01-01,E,1688347
2020-01-01,F,22219346
2020-01-01,G,924458048
2020-01-01,H,70060928
2020-01-01,I,3160770
2020-01-01,J,97508936
2020-01-01,K,1721864
2020-01-01,L,1264731
2020-01-01,M,6594787
2020-01-01,N,9244465
2020-01-01,P,-99
2020-01-01,Q,5622531
2020-01-01,R,1144824
2020-01-01,S,6717004
2020-01-01,Z,104205
2020-02-01,A,10504985
2020-02-01,B,98141360
2020-02-01,C,1904252672
2020-02-01,D,28773844
2020-02-01,E,641835
2020-02-01,F,18542032
2020-02-01,G,781360512
2020-02-01,H,22071742
2020-02-01,I,1719297
2020-02-01,J,63018264
2020-02-01,K,1531719
2020-02-01,L,1176842
2020-02-01,M,5638705
2020-02-01,N,8789183
2020-02-01,P,95474
2020-02-01,Q,6105901
2020-02-01,R,522461
2020-02-01,S,3507235
2020-02-01,Z,-99
2020-03-01,A,21028840
2020-03-01,B,76646184
2020-03-01,C,1959903232
2020-03-01,D,38272136
2020-03-01,E,341131
2020-03-01,F,13753493
2020-03-01,G,755484800
2020-03-01,H,10228506
2020-03-01,I,1498513
2020-03-01,J,44301132
2020-03-01,K,52280
2020-03-01,L,507390
2020-03-01,M,3741960
2020-03-01,N,10224757
2020-03-01,P,-99
2020-03-01,Q,5460808
2020-03-01,R,428561
2020-03-01,S,3973841
2020-03-01,Z,-99
2020-04-01,A,13544911
2020-04-01,B,81442032
2020-04-01,C,1688311040
2020-04-01,D,55489304
2020-04-01,E,392111
2020-04-01,F,23249628
2020-04-01,G,761084864
2020-04-01,H,13689977
2020-04-01,I,1217019
2020-04-01,J,44968392
2020-04-01,K,226223
2020-04-01,L,207783
2020-04-01,M,4166831
2020-04-01,N,22146940
2020-04-01,P,-99
2020-04-01,Q,8063880
2020-04-01,R,1291504
2020-04-01,S,2546494
2020-05-01,A,19116020
2020-05-01,B,58665960
2020-05-01,C,1873254528
2020-05-01,D,11302735
2020-05-01,E,630296
2020-05-01,F,10796696
2020-05-01,G,855643840
2020-05-01,H,18178588
2020-05-01,I,966493
2020-05-01,J,49118712
2020-05-01,K,4272059
2020-05-01,L,35472
2020-05-01,M,7426163
2020-05-01,N,6749108
2020-05-01,P,65410
2020-05-01,Q,5851613
2020-05-01,R,898325
2020-05-01,S,3529836
2020-06-01,A,16220416
2020-06-01,B,70788024
2020-06-01,C,1838320384
2020-06-01,D,43281388
2020-06-01,E,662525
2020-06-01,F,13962885
2020-06-01,G,897912576
2020-06-01,H,13991348
2020-06-01,I,1892657
2020-06-01,J,75180608
2020-06-01,K,-99
2020-06-01,L,68979
2020-06-01,M,4074556
2020-06-01,N,7443815
2020-06-01,P,-99
2020-06-01,Q,5903868
2020-06-01,R,294306
2020-06-01,S,4176324
2020-07-01,A,20238396
2020-07-01,B,62784328
2020-07-01,C,1916061056
2020-07-01,D,19573644
2020-07-01,E,586282
2020-07-01,F,13486439
2020-07-01,G,948425024
2020-07-01,H,41012840
2020-07-01,I,1187229
2020-07-01,J,79030960
2020-07-01,K,550005
2020-07-01,L,171509
2020-07-01,M,5619948
2020-07-01,N,171281424
2020-07-01,P,118234
2020-07-01,Q,6011049
2020-07-01,R,915207
2020-07-01,S,4577369
2020-07-01,Z,45051
2020-08-01,A,23872504
2020-08-01,B,54298744
2020-08-01,C,2012488192
2020-08-01,D,26465802
2020-08-01,E,556671
2020-08-01,F,8593111
2020-08-01,G,933648320
2020-08-01,H,18240392
2020-08-01,I,1049701
2020-08-01,J,69025872
2020-08-01,K,1713896
2020-08-01,L,339685
2020-08-01,M,5291270
2020-08-01,N,98663208
2020-08-01,P,575727
2020-08-01,Q,4836121
2020-08-01,R,1036023
2020-08-01,S,5206954
2020-09-01,A,35841468
2020-09-01,B,81693816
2020-09-01,C,2393740544
2020-09-01,D,45602284
2020-09-01,E,343294
2020-09-01,F,22491968
2020-09-01,G,1113269888
2020-09-01,H,26154308
2020-09-01,I,711881
2020-09-01,J,67237168
2020-09-01,K,224186
2020-09-01,L,431421
2020-09-01,M,9552535
2020-09-01,N,47267452
2020-09-01,P,174734
2020-09-01,Q,8213503
2020-09-01,R,217561
2020-09-01,S,4395202
2020-09-01,Z,-99
2020-10-01,A,24875764
2020-10-01,B,92333816
2020-10-01,C,2417494272
2020-10-01,D,24016604
2020-10-01,E,545128
2020-10-01,F,13026509
2020-10-01,G,1044257408
2020-10-01,H,46441592
2020-10-01,I,996694
2020-10-01,J,62020544
2020-10-01,K,619209
2020-10-01,L,466710
2020-10-01,M,5869915
2020-10-01,N,12698336
2020-10-01,P,180161
2020-10-01,Q,5524159
2020-10-01,R,1481301
2020-10-01,S,8872436
2020-11-01,A,39156480
2020-11-01,B,137835968
2020-11-01,C,2438376192
2020-11-01,D,37078760
2020-11-01,E,554473
2020-11-01,F,12928879
2020-11-01,G,1081309056
2020-11-01,H,25186006
2020-11-01,I,615476
2020-11-01,J,48786368
2020-11-01,K,349318
2020-11-01,L,856321
2020-11-01,M,6966081
2020-11-01,N,14364649
2020-11-01,P,-99
2020-11-01,Q,8299252
2020-11-01,R,2543499
2020-11-01,S,14545057
2020-11-01,Z,45517
2020-12-01,A,24311240
2020-12-01,B,103217112
2020-12-01,C,2284342272
2020-12-01,D,42980508
2020-12-01,E,340572
2020-12-01,F,15753891
2020-12-01,G,1055835968
2020-12-01,H,44408088
2020-12-01,I,1686603
2020-12-01,J,62770828
2020-12-01,K,225635
2020-12-01,L,850174
2020-12-01,M,7237344
2020-12-01,N,19227716
2020-12-01,P,165516
2020-12-01,Q,6965138
2020-12-01,R,898104
2020-12-01,S,14897409
2020-12-01,Z,-99
2021-01-01,A,19441160
2021-01-01,B,91778272
2021-01-01,C,2264999168
2021-01-01,D,56676840
2021-01-01,E,1327716
2021-01-01,F,12594369
2021-01-01,G,986703424
2021-01-01,H,50938632
2021-01-01,I,599250
2021-01-01,J,65151960
2021-01-01,K,3585763
2021-01-01,L,706878
2021-01-01,M,6692760
2021-01-01,N,34221924
2021-01-01,P,111796
2021-01-01,Q,3035158
2021-01-01,R,708673
2021-01-01,S,3866097
2021-01-01,Z,-99
2021-02-01,A,17120740
2021-02-01,B,70511424
