fecha,letra,total_cif
2011-09-01,A,27831596
2011-09-01,B,103292504
2011-09-01,C,4112025088
2011-09-01,D,85252696
2011-09-01,E,1275989
2011-09-01,F,41260860
2011-09-01,G,1595305088
2011-09-01,H,39520624
2011-09-01,I,4225180
2011-09-01,J,107401248
2011-09-01,K,15644714
2011-09-01,L,5029336
2011-09-01,M,11515283
2011-09-01,N,132446680
2011-09-01,P,157820
2011-09-01,Q,6791223
2011-09-01,R,19464248
2011-09-01,S,7834949
2011-09-01,Z,1970323
2011-10-01,A,32842092
2011-10-01,B,120163272
2011-10-01,C,3801829120
2011-10-01,D,38038728
2011-10-01,E,860056
2011-10-01,F,57960264
2011-10-01,G,1574021376
2011-10-01,H,28223706
2011-10-01,I,4270124
2011-10-01,J,77643440
2011-10-01,K,41887728
2011-10-01,L,5035213
2011-10-01,M,12194543
2011-10-01,N,17284360
2011-10-01,P,174330
2011-10-01,Q,9750254
2011-10-01,R,1447597
2011-10-01,S,5830646
2011-10-01,Z,1945999
2011-11-01,A,28031168
2011-11-01,B,134757472
2011-11-01,C,3813341184
2011-11-01,D,29288436
2011-11-01,E,762381
2011-11-01,F,27483688
2011-11-01,G,1517803392
2011-11-01,H,46699848
2011-11-01,I,2393470
2011-11-01,J,152999360
2011-11-01,K,15732298
2011-11-01,L,6196509
2011-11-01,M,10703014
2011-11-01,N,91306648
2011-11-01,P,112849
2011-11-01,Q,6006784
2011-11-01,R,3636137
2011-11-01,S,6005222
2011-11-01,Z,3304265
2011-12-01,A,25875028
2011-12-01,B,100928496
2011-12-01,C,3382060288
2011-12-01,D,35888072
2011-12-01,E,3222964
2011-12-01,F,27797820
2011-12-01,G,1420808320
2011-12-01,H,86141608
2011-12-01,I,3240495
2011-12-01,J,108738360
2011-12-01,K,16718807
2011-12-01,L,7008234
2011-12-01,M,11904388
2011-12-01,N,71112528
2011-12-01,P,83113
2011-12-01,Q,6094109
2011-12-01,R,4899673
2011-12-01,S,5756621
2011-12-01,Z,1495747
2012-01-01,A,21005630
2012-01-01,B,118551760
2012-01-01,C,3038664192
2012-01-01,D,73894216
2012-01-01,E,1328234
2012-01-01,F,29922532
2012-01-01,G,1367657728
2012-01-01,H,40548312
2012-01-01,I,6226475
2012-01-01,J,116753984
2012-01-01,K,12572405
2012-01-01,L,3663330
2012-01-01,M,11145572
2012-01-01,N,16315310
2012-01-01,P,172102
2012-01-01,Q,5857604
2012-01-01,R,4790427
2012-01-01,S,9341420
2012-01-01,Z,1358407
2012-02-01,A,17184336
2012-02-01,B,95175984
2012-02-01,C,2896641024
2012-02-01,D,39888100
2012-02-01,E,3829380
2012-02-01,F,42663264
2012-02-01,G,1117958656
2012-02-01,H,29729868
2012-02-01,I,1943368
2012-02-01,J,82918960
2012-02-01,K,8860970
2012-02-01,L,2685489
2012-02-01,M,11070511
2012-02-01,N,10495071
2012-02-01,P,319462
2012-02-01,Q,2992790
2012-02-01,R,1991403
2012-02-01,S,4024959
2012-02-01,Z,994151
2012-03-01,A,17831262
2012-03-01,B,130242016
2012-03-01,C,3313393664
2012-03-01,D,124303832
2012-03-01,E,4857154
2012-03-01,F,28500188
2012-03-01,G,959529408
2012-03-01,H,34602944
2012-03-01,I,2862438
2012-03-01,J,73062176
2012-03-01,K,6395975
2012-03-01,L,3523614
2012-03-01,M,8961690
2012-03-01,N,121350000
2012-03-01,P,165380
2012-03-01,Q,6051411
2012-03-01,R,25162300
2012-03-01,S,5002160
2012-03-01,Z,1630008
2012-04-01,A,17359398
2012-04-01,B,98007304
2012-04-01,C,3002251264
2012-04-01,D,28252612
2012-04-01,E,80882
2012-04-01,F,17018472
2012-04-01,G,730425536
2012-04-01,H,63143456
2012-04-01,I,5179176
2012-04-01,J,42879772
2012-04-01,K,5776995
2012-04-01,L,2046277
2012-04-01,M,5739485
2012-04-01,N,380004800
2012-04-01,P,50426
2012-04-01,Q,3962616
2012-04-01,R,125153
2012-04-01,S,5439106
2012-04-01,Z,2757046
2012-05-01,A,21139756
2012-05-01,B,128823608
2012-05-01,C,3479938048
2012-05-01,D,40874196
2012-05-01,E,512249
2012-05-01,F,36274356
2012-05-01,G,1134885632
2012-05-01,H,33772048
2012-05-01,I,3706308
2012-05-01,J,54329352
2012-05-01,K,3527470
2012-05-01,L,3847017
2012-05-01,M,10934278
2012-05-01,N,574077056
2012-05-01,P,51132
2012-05-01,Q,6070891
2012-05-01,R,198051
2012-05-01,S,5901242
2012-05-01,Z,4549468
2012-06-01,A,16687914
2012-06-01,B,88056616
2012-06-01,C,3221375488
2012-06-01,D,34077784
2012-06-01,E,762081
2012-06-01,F,20237328
2012-06-01,G,1181014656
2012-06-01,H,21046440
2012-06-01,I,4978651
2012-06-01,J,55346016
2012-06-01,K,9411731
2012-06-01,L,3362165
2012-06-01,M,11615930
2012-06-01,N,651158144
2012-06-01,P,100924
2012-06-01,Q,10425066
2012-06-01,R,1003150
2012-06-01,S,3571334
2012-06-01,Z,3067592
2012-07-01,A,14078512
2012-07-01,B,160347056
2012-07-01,C,3460320000
2012-07-01,D,49196216
2012-07-01,E,1354991
2012-07-01,F,25031244
2012-07-01,G,1315437696
2012-07-01,H,37188300
2012-07-01,I,1860434
2012-07-01,J,58805848
2012-07-01,K,5834917
2012-07-01,L,1993617
2012-07-01,M,6118203
2012-07-01,N,521557216
2012-07-01,P,247422
2012-07-01,Q,8675802
2012-07-01,R,5918875
2012-07-01,S,6379620
2012-07-01,Z,2462230
2012-08-01,A,21924432
2012-08-01,B,159146944
2012-08-01,C,3719201536
2012-08-01,D,35322024
2012-08-01,E,394687
2012-08-01,F,22586000
2012-08-01,G,1491174272
2012-08-01,H,21216112
2012-08-01,I,4353617
2012-08-01,J,67139328
2012-08-01,K,13409907
2012-08-01,L,2726901
2012-08-01,M,19476828
2012-08-01,N,113154968
2012-08-01,P,205304
2012-08-01,Q,4838579
2012-08-01,R,9071742
2012-08-01,S,6450731
2012-08-01,Z,2835445
2012-09-01,A,22967644
2012-09-01,B,146391936
2012-09-01,C,3352303104
2012-09-01,D,26877800
2012-09-01,E,1168663
2012-09-01,F,34861408
2012-09-01,G,1343270016
2012-09-01,H,42892528
2012-09-01,I,4089455
2012-09-01,J,48941500
2012-09-01,K,18720062
2012-09-01,L,3075679
2012-09-01,M,8294673
2012-09-01,N,94121200
2012-09-01,P,421512
2012-09-01,Q,9420999
2012-09-01,R,43133360
2012-09-01,S,6937547
2012-09-01,Z,2584944
2012-10-01,A,22285756
2012-10-01,B,195376496
2012-10-01,C,3901009152
2012-10-01,D,20923506
2012-10-01,E,326830
2012-10-01,F,25300764
2012-10-01,G,1557490304
2012-10-01,H,65225728
2012-10-01,I,6296608
2012-10-01,J,82854704
2012-10-01,K,44636032
2012-10-01,L,3037885
2012-10-01,M,12321700
2012-10-01,N,17055174
2012-10-01,P,515347
2012-10-01,Q,6959576
2012-10-01,R,345668
2012-10-01,S,9470999
2012-10-01,Z,2976159
2012-11-01,A,21129798
2012-11-01,B,166498320
2012-11-01,C,3468422400
2012-11-01,D,22145972
2012-11-01,E,259507
2012-11-01,F,28911664
2012-11-01,G,1469764608
2012-11-01,H,72168464
2012-11-01,I,3261821
2012-11-01,J,79920936
2012-11-01,K,6729181
2012-11-01,L,4330941
2012-11-01,M,13981845
2012-11-01,N,52864720
2012-11-01,P,83137
2012-11-01,Q,9315102
2012-11-01,R,1868857
2012-11-01,S,8461521
2012-11-01,Z,2318892
2012-12-01,A,18910170
2012-12-01,B,108066056
2012-12-01,C,3278198272
2012-12-01,D,34895224
2012-12-01,E,450397
2012-12-01,F,20350508
2012-12-01,G,1325821696
2012-12-01,H,103742160
2012-12-01,I,2488393
2012-12-01,J,69571840
2012-12-01,K,20943176
2012-12-01,L,6756309
2012-12-01,M,11416652
2012-12-01,N,15916173
2012-12-01,P,188057
2012-12-01,Q,3621606
2012-12-01,R,616489
2012-12-01,S,5787753
2012-12-01,Z,3209220
2013-01-01,A,19662446
2013-01-01,B,143398784
2013-01-01,C,3082712064
2013-01-01,D,43711088
2013-01-01,E,505954
2013-01-01,F,16208678
2013-01-01,G,1385661440
2013-01-01,H,20723120
2013-01-01,I,3629423
2013-01-01,J,61870404
2013-01-01,K,24151080
2013-01-01,L,2595485
2013-01-01,M,10514044
2013-01-01,N,85355392
2013-01-01,P,136933
2013-01-01,Q,4938458
2013-01-01,R,208620
2013-01-01,S,6508976
2013-01-01,Z,1747857
2013-02-01,A,14458222
2013-02-01,B,136846464
2013-02-01,C,3162250496
2013-02-01,D,45246168
2013-02-01,E,1227644
2013-02-01,F,18848024
2013-02-01,G,1188932992
2013-02-01,H,61996696
2013-02-01,I,2704258
2013-02-01,J,60665632
2013-02-01,K,13888144
2013-02-01,L,2295383
2013-02-01,M,10550168
2013-02-01,N,45482964
2013-02-01,P,58620
2013-02-01,Q,6610857
2013-02-01,R,196936
2013-02-01,S,4589733
2013-02-01,Z,3618289
2013-03-01,A,11737831
2013-03-01,B,110320032
2013-03-01,C,3285978368
2013-03-01,D,50105072
2013-03-01,E,1927694
2013-03-01,F,14497341
2013-03-01,G,1224769792
2013-03-01,H,50235968
2013-03-01,I,3676049
2013-03-01,J,55589552
2013-03-01,K,9966363
2013-03-01,L,2960562
2013-03-01,M,16866116
2013-03-01,N,141488912
2013-03-01,P,1519733
2013-03-01,Q,9211409
2013-03-01,R,6185116
2013-03-01,S,5898769
2013-03-01,Z,350532
2013-04-01,A,17519052
2013-04-01,B,135136080
2013-04-01,C,3885747456
2013-04-01,D,33915060
2013-04-01,E,1291218
2013-04-01,F,19688386
2013-04-01,G,1336795136
2013-04-01,H,61672984
2013-04-01,I,3350089
2013-04-01,J,51483232
2013-04-01,K,10439989
2013-04-01,L,2696515
2013-04-01,M,9239172
2013-04-01,N,105156200
2013-04-01,P,88277
2013-04-01,Q,6194378
2013-04-01,R,32607054
2013-04-01,S,7685561
2013-04-01,Z,349248
2013-05-01,A,16712859
2013-05-01,B,151878752
2013-05-01,C,4011344896
2013-05-01,D,53477040
2013-05-01,E,2727594
2013-05-01,F,15065478
2013-05-01,G,1305359360
2013-05-01,H,85765312
2013-05-01,I,4250508
2013-05-01,J,60694860
2013-05-01,K,17327100
2013-05-01,L,2063089
2013-05-01,M,8595874
2013-05-01,N,557400128
2013-05-01,P,1013061
2013-05-01,Q,8592630
2013-05-01,R,2055028
2013-05-01,S,7445801
2013-05-01,Z,452914
2013-06-01,A,16862272
2013-06-01,B,111170352
2013-06-01,C,3505415936
2013-06-01,D,23563128
2013-06-01,E,1463358
2013-06-01,F,14965703
2013-06-01,G,1167094528
2013-06-01,H,110860976
2013-06-01,I,3448905
2013-06-01,J,58919484
2013-06-01,K,20943862
2013-06-01,L,1797817
2013-06-01,M,7273660
2013-06-01,N,544821888
2013-06-01,P,23346
2013-06-01,Q,4054181
2013-06-01,R,33824644
2013-06-01,S,5550268
2013-06-01,Z,82365
2013-07-01,A,21493486
2013-07-01,B,141839328
2013-07-01,C,3985305856
2013-07-01,D,26496454
2013-07-01,E,1680776
2013-07-01,F,20002648
2013-07-01,G,1417551872
2013-07-01,H,86306752
2013-07-01,I,5101218
2013-07-01,J,67169832
2013-07-01,K,14948506
2013-07-01,L,2255957
2013-07-01,M,8856926
2013-07-01,N,501348480
2013-07-01,P,247557
2013-07-01,Q,5480519
2013-07-01,R,191365
2013-07-01,S,5145354
2013-07-01,Z,147675
2013-08-01,A,17917948
2013-08-01,B,144921248
2013-08-01,C,4094228736
2013-08-01,D,26369332
2013-08-01,E,465703
2013-08-01,F,35706444
2013-08-01,G,1319420416
2013-08-01,H,57965048
2013-08-01,I,2221555
2013-08-01,J,49188628
2013-08-01,K,14725369
2013-08-01,L,2286067
2013-08-01,M,10836852
2013-08-01,N,424303296
2013-08-01,P,41595
2013-08-01,Q,6140878
2013-08-01,R,910469
2013-08-01,S,5584162
2013-08-01,Z,227482
2013-09-01,A,20423084
2013-09-01,B,138127136
2013-09-01,C,3877016576
2013-09-01,D,15373550
2013-09-01,E,669153
2013-09-01,F,17512204
2013-09-01,G,1309668608
2013-09-01,H,120570288
2013-09-01,I,2638999
2013-09-01,J,40749532
2013-09-01,K,13143379
2013-09-01,L,1860718
2013-09-01,M,10788828
2013-09-01,N,51148772
2013-09-01,P,59009
2013-09-01,Q,4906231
2013-09-01,R,1056179
2013-09-01,S,3700675
2013-09-01,Z,118650
2013-10-01,A,17894936
2013-10-01,B,131765992
2013-10-01,C,4113113600
2013-10-01,D,145073344
2013-10-01,E,469768
2013-10-01,F,67366312
2013-10-01,G,1411112832
2013-10-01,H,56464344
2013-10-01,I,2509035
2013-10-01,J,57369340
2013-10-01,K,20845134
2013-10-01,L,1731957
2013-10-01,M,8037833
2013-10-01,N,8791746
2013-10-01,P,264522
2013-10-01,Q,5415516
2013-10-01,R,712227
2013-10-01,S,6433313
2013-10-01,Z,355993
2013-11-01,A,28764136
2013-11-01,B,107628432
2013-11-01,C,3666307328
2013-11-01,D,27196110
2013-11-01,E,2899948
2013-11-01,F,74374752
2013-11-01,G,1130456064
2013-11-01,H,123180376
2013-11-01,I,2720882
2013-11-01,J,63769688
2013-11-01,K,19619200
2013-11-01,L,3818094
2013-11-01,M,8582081
2013-11-01,N,92266040
2013-11-01,P,181478
2013-11-01,Q,8096221
2013-11-01,R,327676
2013-11-01,S,5424783
2013-11-01,Z,139072
2013-12-01,A,19617352
2013-12-01,B,133528856
2013-12-01,C,3077979136
2013-12-01,D,69996880
2013-12-01,E,1488793
2013-12-01,F,164259776
2013-12-01,G,1112891008
2013-12-01,H,140614368
2013-12-01,I,2085286
2013-12-01,J,52176632
2013-12-01,K,26249468
2013-12-01,L,3943080
2013-12-01,M,7406109
2013-12-01,N,5383209
2013-12-01,P,222981
2013-12-01,Q,7187934
2013-12-01,R,1267926
2013-12-01,S,4243573
2013-12-01,Z,237980
2014-01-01,A,22330624
2014-01-01,B,182932528
2014-01-01,C,3160272896
2014-01-01,D,44298580
2014-01-01,E,4488500
2014-01-01,F,36205120
2014-01-01,G,1213506048
2014-01-01,H,50891568
2014-01-01,I,2676823
2014-01-01,J,74730144
2014-01-01,K,29652538
2014-01-01,L,2520491
2014-01-01,M,11589375
2014-01-01,N,51031748
2014-01-01,P,95419
2014-01-01,Q,11518816
2014-01-01,R,494237
2014-01-01,S,12015920
2014-01-01,Z,263296
2014-02-01,A,19829660
2014-02-01,B,182901712
2014-02-01,C,3162535168
2014-02-01,D,57606856
2014-02-01,E,1441544
2014-02-01,F,12505279
2014-02-01,G,960525888
2014-02-01,H,47308824
2014-02-01,I,2598152
2014-02-01,J,35304584
2014-02-01,K,25204840
2014-02-01,L,1662914
2014-02-01,M,8171359
2014-02-01,N,195166848
2014-02-01,P,212186
2014-02-01,Q,8074645
2014-02-01,R,302802
2014-02-01,S,5141438
2014-02-01,Z,164006
2014-03-01,A,18958932
2014-03-01,B,181126704
2014-03-01,C,3113645056
2014-03-01,D,32684080
2014-03-01,E,1229872
2014-03-01,F,24504394
2014-03-01,G,1036623808
2014-03-01,H,28369920
2014-03-01,I,1395843
2014-03-01,J,37809068
2014-03-01,K,18296908
2014-03-01,L,1267001
2014-03-01,M,11546144
2014-03-01,N,189169936
2014-03-01,P,383387
2014-03-01,Q,7714246
2014-03-01,R,2467575
2014-03-01,S,4567738
2014-03-01,Z,59161
2014-04-01,A,14644951
2014-04-01,B,142165280
2014-04-01,C,3098380288
2014-04-01,D,49200464
2014-04-01,E,181080
2014-04-01,F,28685324
2014-04-01,G,1075624832
2014-04-01,H,29569648
2014-04-01,I,4216343
2014-04-01,J,70582384
2014-04-01,K,37798072
2014-04-01,L,1222567
2014-04-01,M,6675205
2014-04-01,N,47194316
2014-04-01,P,166857
2014-04-01,Q,6111062
2014-04-01,R,1465436
2014-04-01,S,2917663
2014-04-01,Z,306169
2014-05-01,A,15904798
2014-05-01,B,146014448
2014-05-01,C,3149244160
2014-05-01,D,71477520
2014-05-01,E,620750
2014-05-01,F,44841664
2014-05-01,G,1025877824
2014-05-01,H,62795736
2014-05-01,I,2385592
2014-05-01,J,74179008
2014-05-01,K,36096984
2014-05-01,L,1172744
2014-05-01,M,8245356
2014-05-01,N,245404096
2014-05-01,P,525497
2014-05-01,Q,5132976
2014-05-01,R,1033356
2014-05-01,S,4368605
2014-05-01,Z,285980
2014-06-01,A,17193872
2014-06-01,B,112065328
2014-06-01,C,2902355200
2014-06-01,D,39544112
2014-06-01,E,341179
2014-06-01,F,75694384
2014-06-01,G,1027876864
2014-06-01,H,20014336
2014-06-01,I,4973677
2014-06-01,J,40554440
2014-06-01,K,5117149
2014-06-01,L,843831
2014-06-01,M,8928485
2014-06-01,N,454574240
2014-06-01,P,125487
2014-06-01,Q,4274821
2014-06-01,R,3414994
2014-06-01,S,7506089
2014-06-01,Z,276373
2014-07-01,A,9827905
2014-07-01,B,146486784
2014-07-01,C,2990893568
2014-07-01,D,83661608
2014-07-01,E,539591
2014-07-01,F,27654336
2014-07-01,G,1126363392
2014-07-01,H,24474538
2014-07-01,I,2355718
2014-07-01,J,52710652
2014-07-01,K,21227934
2014-07-01,L,1317960
2014-07-01,M,8976308
2014-07-01,N,498634624
2014-07-01,P,134324
2014-07-01,Q,6151567
2014-07-01,R,4303532
2014-07-01,S,3581407
2014-07-01,Z,250746
2014-08-01,A,13916807
2014-08-01,B,218023408
2014-08-01,C,2901321984
2014-08-01,D,70284432
2014-08-01,E,2244794
2014-08-01,F,44114688
2014-08-01,G,1089844608
2014-08-01,H,20992068
2014-08-01,I,2063958
2014-08-01,J,59196172
2014-08-01,K,8184649
2014-08-01,L,1176842
2014-08-01,M,8824254
2014-08-01,N,133721448
2014-08-01,P,-99
2014-08-01,Q,5234654
2014-08-01,R,112599
2014-08-01,S,5305517
2014-08-01,Z,137214
2014-09-01,A,21198900
2014-09-01,B,179126224
2014-09-01,C,3129102848
2014-09-01,D,56900284
2014-09-01,E,1214166
2014-09-01,F,67769656
2014-09-01,G,1144152576
2014-09-01,H,75109264
2014-09-01,I,2775493
2014-09-01,J,55579148
2014-09-01,K,14707372
2014-09-01,L,1541718
2014-09-01,M,10424753
2014-09-01,N,64255112
2014-09-01,P,198900
2014-09-01,Q,4672813
2014-09-01,R,6466502
2014-09-01,S,5602552
2014-09-01,Z,193557
2014-10-01,A,39993136
2014-10-01,B,182743008
2014-10-01,C,3061700864
2014-10-01,D,35058464
2014-10-01,E,1691743
2014-10-01,F,18437004
2014-10-01,G,1202052352
2014-10-01,H,86875008
2014-10-01,I,1495914
2014-10-01,J,61751768
2014-10-01,K,9380055
2014-10-01,L,1427091
2014-10-01,M,11090437
2014-10-01,N,7827368
2014-10-01,P,92500
2014-10-01,Q,8833810
2014-10-01,R,6790328
2014-10-01,S,3038696
2014-10-01,Z,276750
2014-11-01,A,20039644
2014-11-01,B,161397424
2014-11-01,C,2495023104
2014-11-01,D,61935092
2014-11-01,E,548283
2014-11-01,F,32998208
2014-11-01,G,1048399040
2014-11-01,H,140508352
2014-11-01,I,2142266
2014-11-01,J,74050024
2014-11-01,K,6375886
2014-11-01,L,3867657
2014-11-01,M,7279830
2014-11-01,N,5009701
2014-11-01,P,122966
2014-11-01,Q,6465002
2014-11-01,R,4109227
2014-11-01,S,4524682
2014-11-01,Z,105689
2014-12-01,A,24964256
2014-12-01,B,172757520
2014-12-01,C,2393665024
2014-12-01,D,86274240
2014-12-01,E,571950
2014-12-01,F,31318460
2014-12-01,G,941680512
2014-12-01,H,16974746
2014-12-01,I,2289380
2014-12-01,J,73525032
2014-12-01,K,8506230
2014-12-01,L,5004843
2014-12-01,M,10281923
2014-12-01,N,7851904
2014-12-01,P,182473
2014-12-01,Q,6981051
2014-12-01,R,260600
2014-12-01,S,4717434
2014-12-01,Z,216033
2015-01-01,A,26314140
2015-01-01,B,211496496
2015-01-01,C,2437497600
2015-01-01,D,54271080
2015-01-01,E,1492211
2015-01-01,F,48663512
2015-01-01,G,1151923072
2015-01-01,H,18641920
2015-01-01,I,1039658
2015-01-01,J,76460048
2015-01-01,K,5581314
2015-01-01,L,2604349
2015-01-01,M,11961098
2015-01-01,N,7234476
2015-01-01,P,-99
2015-01-01,Q,3413352
2015-01-01,R,72810
2015-01-01,S,4924377
2015-01-01,Z,-99
2015-02-01,A,14997508
2015-02-01,B,139531488
2015-02-01,C,2378745856
2015-02-01,D,59925276
2015-02-01,E,703436
2015-02-01,F,55314816
2015-02-01,G,914576896
2015-02-01,H,11144981
2015-02-01,I,2099596
2015-02-01,J,72685256
2015-02-01,K,4928402
2015-02-01,L,1595618
2015-02-01,M,8449421
2015-02-01,N,6221323
2015-02-01,P,-99
2015-02-01,Q,4583333
2015-02-01,R,1468404
2015-02-01,S,3372839
2015-02-01,Z,108352
2015-03-01,A,12941095
2015-03-01,B,194707680
2015-03-01,C,2914628096
2015-03-01,D,65839040
2015-03-01,E,149698
2015-03-01,F,25384496
2015-03-01,G,999087296
2015-03-01,H,23994270
2015-03-01,I,2425207
2015-03-01,J,60011408
2015-03-01,K,2790604
2015-03-01,L,2609903
2015-03-01,M,8125435
2015-03-01,N,7963793
2015-03-01,P,-99
2015-03-01,Q,5000183
2015-03-01,R,4925253
2015-03-01,S,4673908
2015-03-01,Z,73468
2015-04-01,A,14587633
2015-04-01,B,148003152
2015-04-01,C,2756074240
2015-04-01,D,82862104
2015-04-01,E,2735654
2015-04-01,F,20809286
2015-04-01,G,1121689088
2015-04-01,H,20391760
2015-04-01,I,2747919
2015-04-01,J,59185992
2015-04-01,K,5089451
2015-04-01,L,1801189
2015-04-01,M,26216564
2015-04-01,N,146890560
2015-04-01,P,-99
2015-04-01,Q,8616641
2015-04-01,R,798017
2015-04-01,S,9031933
2015-04-01,Z,-99
2015-05-01,A,12583153
2015-05-01,B,141546624
2015-05-01,C,2771165696
2015-05-01,D,23610660
2015-05-01,E,2718877
2015-05-01,F,17323960
2015-05-01,G,1011060032
2015-05-01,H,29214688
2015-05-01,I,2049575
2015-05-01,J,63244576
2015-05-01,K,14158098
2015-05-01,L,1461765
2015-05-01,M,10071536
2015-05-01,N,171798720
2015-05-01,P,42071
2015-05-01,Q,5645965
2015-05-01,R,214078
2015-05-01,S,7263429
2015-05-01,Z,240289
2015-06-01,A,15005031
2015-06-01,B,112695088
2015-06-01,C,3171207936
2015-06-01,D,51553240
2015-06-01,E,2190912
2015-06-01,F,20734088
2015-06-01,G,1059694144
2015-06-01,H,60987404
2015-06-01,I,2049211
2015-06-01,J,80596856
2015-06-01,K,11312042
2015-06-01,L,2032242
2015-06-01,M,13358684
2015-06-01,N,301297344
2015-06-01,P,199708
2015-06-01,Q,7239206
2015-06-01,R,4542860
2015-06-01,S,12782282
2015-06-01,Z,34486
2015-07-01,A,14504726
2015-07-01,B,142551744
2015-07-01,C,3102671104
2015-07-01,D,44616648
2015-07-01,E,1775878
2015-07-01,F,46981464
2015-07-01,G,1255823360
2015-07-01,H,26583836
2015-07-01,I,2573361
2015-07-01,J,98214832
2015-07-01,K,6221648
2015-07-01,L,2488310
2015-07-01,M,8952925
2015-07-01,N,273467456
2015-07-01,P,12600102
2015-07-01,Q,13397137
2015-07-01,R,1555878
2015-07-01,S,4393836
2015-07-01,Z,342922
2015-08-01,A,13561747
2015-08-01,B,115518712
2015-08-01,C,3099658752
2015-08-01,D,38699672
2015-08-01,E,2892995
2015-08-01,F,27689708
2015-08-01,G,1158738944
2015-08-01,H,43170700
2015-08-01,I,2537866
2015-08-01,J,83774744
2015-08-01,K,15898129
2015-08-01,L,2176435
2015-08-01,M,10335181
2015-08-01,N,59538072
2015-08-01,P,-99
2015-08-01,Q,12130347
2015-08-01,R,5217637
2015-08-01,S,11881832
2015-08-01,Z,94362
2015-09-01,A,21494354
2015-09-01,B,90153440
2015-09-01,C,3041712640
2015-09-01,D,31245428
2015-09-01,E,1395027
2015-09-01,F,53631468
2015-09-01,G,1239207936
2015-09-01,H,66477912
2015-09-01,I,2530795
2015-09-01,J,88841392
2015-09-01,K,11328928
2015-09-01,L,1466165
2015-09-01,M,10653789
2015-09-01,N,55500272
2015-09-01,P,-99
2015-09-01,Q,18374002
2015-09-01,R,6760185
2015-09-01,S,9498584
2015-09-01,Z,-99
2015-10-01,A,18557396
2015-10-01,B,102762968
2015-10-01,C,2958660352
2015-10-01,D,42085516
2015-10-01,E,2421859
2015-10-01,F,24096892
2015-10-01,G,1194378752
2015-10-01,H,70927416
2015-10-01,I,3343867
2015-10-01,J,110236344
2015-10-01,K,6842480
2015-10-01,L,1712619
2015-10-01,M,7985479
2015-10-01,N,32148644
2015-10-01,P,-99
2015-10-01,Q,8399116
2015-10-01,R,4624493
2015-10-01,S,4741451
2015-10-01,Z,160092
2015-11-01,A,16847670
2015-11-01,B,120179040
2015-11-01,C,2713625344
2015-11-01,D,30306812
2015-11-01,E,1217904
2015-11-01,F,37145888
2015-11-01,G,1156289152
2015-11-01,H,84477176
2015-11-01,I,1521154
2015-11-01,J,70342752
2015-11-01,K,5807521
2015-11-01,L,3361197
2015-11-01,M,8894040
2015-11-01,N,14905974
2015-11-01,P,45524
2015-11-01,Q,7715541
2015-11-01,R,2879032
2015-11-01,S,3191170
2015-11-01,Z,257399
2015-12-01,A,25704092
2015-12-01,B,74524128
2015-12-01,C,2584771072
2015-12-01,D,90525000
2015-12-01,E,872623
2015-12-01,F,17118112
2015-12-01,G,1148106368
2015-12-01,H,50751388
2015-12-01,I,2575001
2015-12-01,J,81589136
2015-12-01,K,10125845
2015-12-01,L,4435576
2015-12-01,M,12061012
2015-12-01,N,6315871
2015-12-01,P,-99
2015-12-01,Q,7189797
2015-12-01,R,2043669
2015-12-01,S,8760279
2015-12-01,Z,230546
2016-01-01,A,12647900
2016-01-01,B,68185832
2016-01-01,C,2366411520
2016-01-01,D,71986856
2016-01-01,E,3300108
2016-01-01,F,17075528
2016-01-01,G,1047370816
2016-01-01,H,42564244
2016-01-01,I,3389641
2016-01-01,J,89037736
2016-01-01,K,16651111
2016-01-01,L,1546489
2016-01-01,M,8786677
2016-01-01,N,15044144
2016-01-01,P,-99
2016-01-01,Q,11770442
2016-01-01,R,4005634
2016-01-01,S,7664988
2016-01-01,Z,84465
2016-02-01,A,19242120
2016-02-01,B,78668016
2016-02-01,C,2530553600
2016-02-01,D,35007052
2016-02-01,E,4992543
2016-02-01,F,18046824
2016-02-01,G,969623552
2016-02-01,H,16930752
2016-02-01,I,2136129
2016-02-01,J,79766640
2016-02-01,K,20277568
2016-02-01,L,1424071
2016-02-01,M,11122340
2016-02-01,N,45562068
2016-02-01,P,57106
2016-02-01,Q,10077198
2016-02-01,R,2376631
2016-02-01,S,3988176
2016-02-01,Z,-99
2016-03-01,A,18118612
2016-03-01,B,76829264
2016-03-01,C,2874910464
2016-03-01,D,43406080
2016-03-01,E,970109
2016-03-01,F,15309957
2016-03-01,G,1151306496
2016-03-01,H,26872348
2016-03-01,I,2425619
2016-03-01,J,59322736
2016-03-01,K,6182238
2016-03-01,L,2281499
2016-03-01,M,10087402
2016-03-01,N,59411104
2016-03-01,P,53273
2016-03-01,Q,6116259
2016-03-01,R,17406482
2016-03-01,S,8156991
2016-03-01,Z,83210
2016-04-01,A,18748076
2016-04-01,B,85426624
2016-04-01,C,2741742848
2016-04-01,D,65413464
2016-04-01,E,1850704
2016-04-01,F,17509162
2016-04-01,G,1095744512
2016-04-01,H,18797648
2016-04-01,I,1933855
2016-04-01,J,90387712
2016-04-01,K,7664380
2016-04-01,L,1190582
2016-04-01,M,9354421
2016-04-01,N,62528732
2016-04-01,P,456869
2016-04-01,Q,6769187
2016-04-01,R,1119896
2016-04-01,S,4682070
2016-04-01,Z,122814
2016-05-01,A,26700908
2016-05-01,B,107625952
2016-05-01,C,2777914624
2016-05-01,D,16854448
2016-05-01,E,502828
