fecha,clae6,total_fob
2009-08-01,106120,11064959
2009-08-01,106131,1253662
2009-08-01,106139,1451808
2009-08-01,106200,3032131
2009-08-01,107110,3274096
2009-08-01,107121,748142
2009-08-01,107129,502453
2009-08-01,107200,15775620
2009-08-01,107301,6390985
2009-08-01,107309,21487934
2009-08-01,107410,288421
2009-08-01,107420,-99
2009-08-01,107911,380391
2009-08-01,107912,570302
2009-08-01,107920,5053850
2009-08-01,107930,3574466
2009-08-01,107991,2288876
2009-08-01,107992,-99
2009-08-01,107999,33223332
2009-08-01,108000,5267124
2009-08-01,109000,1807224
2009-08-01,110100,4532071
2009-08-01,110211,-99
2009-08-01,110212,47203768
2009-08-01,110290,-99
2009-08-01,110300,13249311
2009-08-01,110411,-99
2009-08-01,110420,357293
2009-08-01,110492,2943750
2009-08-01,120010,35397712
2009-08-01,120091,-99
2009-08-01,120099,-99
2009-08-01,131110,-99
2009-08-01,131120,6092884
2009-08-01,131131,1266917
2009-08-01,131132,767312
2009-08-01,131139,5369535
2009-08-01,131201,-99
2009-08-01,131202,315105
2009-08-01,131209,2054895
2009-08-01,131300,1953993
2009-08-01,139100,185029
2009-08-01,139201,197913
2009-08-01,139203,47710
2009-08-01,139204,-99
2009-08-01,139209,1579044
2009-08-01,139300,811870
2009-08-01,139400,192176
2009-08-01,139900,6628691
2009-08-01,141110,535716
2009-08-01,141120,134376
2009-08-01,141130,401415
2009-08-01,141140,-99
2009-08-01,141191,141927
2009-08-01,141199,2789376
2009-08-01,141201,224912
2009-08-01,141202,258044
2009-08-01,142000,-99
2009-08-01,143010,776649
2009-08-01,143020,45883
2009-08-01,151100,51199564
2009-08-01,151200,1392048
2009-08-01,152011,887530
2009-08-01,152021,935419
2009-08-01,152031,708341
2009-08-01,152040,257576
2009-08-01,161001,66196
2009-08-01,161002,1080467
2009-08-01,162100,5343817
2009-08-01,162201,-99
2009-08-01,162300,-99
2009-08-01,162901,-99
2009-08-01,162902,-99
2009-08-01,162903,-99
2009-08-01,162909,2091849
2009-08-01,170101,-99
2009-08-01,170102,6872279
2009-08-01,170201,1604790
2009-08-01,170202,8222870
2009-08-01,170910,7756040
2009-08-01,170990,8467834
2009-08-01,181101,827502
2009-08-01,181109,3200496
2009-08-01,181200,119677
2009-08-01,182000,-99
2009-08-01,191000,264207
2009-08-01,192000,86043688
2009-08-01,201110,1145931
2009-08-01,201120,4072306
2009-08-01,201130,1904968
2009-08-01,201180,1610536
2009-08-01,201190,31234932
2009-08-01,201210,-99
2009-08-01,201220,-99
2009-08-01,201300,7718945
2009-08-01,201401,30815568
2009-08-01,201409,7856262
2009-08-01,202101,64906632
2009-08-01,202200,2303827
2009-08-01,202311,3056396
2009-08-01,202312,20471796
2009-08-01,202320,11077457
2009-08-01,202906,298383
2009-08-01,202907,4741157
2009-08-01,202908,38975680
2009-08-01,203000,353226
2009-08-01,210010,59463784
2009-08-01,210020,6666581
2009-08-01,210030,4667635
2009-08-01,210090,3285280
2009-08-01,221110,21997644
2009-08-01,221901,864653
2009-08-01,221909,2521404
2009-08-01,222010,14512368
2009-08-01,222090,26974370
2009-08-01,231010,1436426
2009-08-01,231020,1358045
2009-08-01,231090,1682338
2009-08-01,239100,455722
2009-08-01,239201,-99
2009-08-01,239202,2606515
2009-08-01,239209,-99
2009-08-01,239310,363765
2009-08-01,239399,67662
2009-08-01,239410,907481
2009-08-01,239421,-99
2009-08-01,239422,1046172
2009-08-01,239510,-99
2009-08-01,239592,-99
2009-08-01,239593,481048
2009-08-01,239600,285142
2009-08-01,239900,2548654
2009-08-01,241001,1243315
2009-08-01,241009,114705216
2009-08-01,242010,31936554
2009-08-01,242090,2841290
2009-08-01,243100,2020828
2009-08-01,243200,1194834
2009-08-01,251101,233351
2009-08-01,251102,1202262
2009-08-01,251200,1846803
2009-08-01,252000,-99
2009-08-01,259100,1509605
2009-08-01,259200,161216
2009-08-01,259301,546717
2009-08-01,259302,55903
2009-08-01,259309,347447
2009-08-01,259910,4569455
2009-08-01,259991,-99
2009-08-01,259992,-99
2009-08-01,259993,1969214
2009-08-01,259999,12079604
2009-08-01,261000,202641
2009-08-01,262000,152536
2009-08-01,263000,147063
2009-08-01,264000,75721
2009-08-01,265101,2665835
2009-08-01,265102,887917
2009-08-01,265200,-99
2009-08-01,266010,2942417
2009-08-01,266090,2789290
2009-08-01,267001,304887
2009-08-01,271010,22634532
2009-08-01,271020,3116663
2009-08-01,272000,1631556
2009-08-01,273110,-99
2009-08-01,273190,3751634
2009-08-01,274000,877913
2009-08-01,275010,813341
2009-08-01,275020,2096652
2009-08-01,275091,112303
2009-08-01,275092,-99
2009-08-01,275099,910674
2009-08-01,279000,2077827
2009-08-01,281100,-99
2009-08-01,281201,3667500
2009-08-01,281301,6113434
2009-08-01,281400,4406352
2009-08-01,281500,203036
2009-08-01,281600,383580
2009-08-01,281700,-99
2009-08-01,281900,3922586
2009-08-01,282110,-99
2009-08-01,282120,10341843
2009-08-01,282130,543291
2009-08-01,282200,583327
2009-08-01,282300,1587427
2009-08-01,282400,5059525
2009-08-01,282500,2963839
2009-08-01,282600,-99
2009-08-01,282901,105013
2009-08-01,282909,16011395
2009-08-01,291000,458167168
2009-08-01,292000,260010
2009-08-01,293011,-99
2009-08-01,293090,43230716
2009-08-01,301100,-99
2009-08-01,301200,-99
2009-08-01,302000,708766
2009-08-01,303000,153270
2009-08-01,309200,-99
2009-08-01,309900,-99
2009-08-01,310010,894961
2009-08-01,310020,2406420
2009-08-01,310030,390129
2009-08-01,321011,-99
2009-08-01,321012,-99
2009-08-01,321020,-99
2009-08-01,322001,82260
2009-08-01,323001,306087
2009-08-01,324000,46695
2009-08-01,329010,-99
2009-08-01,329020,-99
2009-08-01,329040,143613
2009-08-01,329090,12415914
2009-08-01,331101,-99
2009-08-01,331210,1820854
2009-08-01,331290,308666
2009-08-01,331400,-99
2009-08-01,331900,247882
2009-08-01,332000,-99
2009-08-01,351110,1555890
2009-08-01,351120,-99
2009-08-01,351310,-99
2009-08-01,352020,-99
2009-08-01,370000,-99
2009-08-01,382010,-99
2009-08-01,382020,1155130
2009-08-01,410011,80246
2009-08-01,410021,155958
2009-08-01,421000,358230
2009-08-01,422200,2031262
2009-08-01,429090,143749
2009-08-01,432110,-99
2009-08-01,432190,103557
2009-08-01,432200,245974
2009-08-01,432990,-99
2009-08-01,433010,-99
2009-08-01,433040,-99
2009-08-01,439910,-99
2009-08-01,439990,-99
2009-08-01,451110,-99
2009-08-01,451190,-99
2009-08-01,451210,-99
2009-08-01,452300,-99
2009-08-01,452401,-99
2009-08-01,452990,-99
2009-08-01,453100,2946262
2009-08-01,453291,-99
2009-08-01,454010,-99
2009-08-01,461011,57948312
2009-08-01,461013,-99
2009-08-01,461019,157328
2009-08-01,461021,-99
2009-08-01,461032,17410236
2009-08-01,461039,-99
2009-08-01,461092,-99
2009-08-01,461093,-99
2009-08-01,461094,-99
2009-08-01,461095,-99
2009-08-01,461099,9043301
2009-08-01,462120,1179586
2009-08-01,462131,260854352
2009-08-01,462132,-99
2009-08-01,462190,1520221
2009-08-01,462201,3708446
2009-08-01,462209,-99
2009-08-01,463121,8550560
2009-08-01,463129,-99
2009-08-01,463130,3975690
2009-08-01,463140,16233168
2009-08-01,463153,2146416
2009-08-01,463154,228157
2009-08-01,463159,-99
2009-08-01,463170,278264
2009-08-01,463180,448694
2009-08-01,463191,8700852
2009-08-01,463199,8621287
2009-08-01,463211,849593
2009-08-01,463212,-99
2009-08-01,463219,-99
2009-08-01,463220,-99
2009-08-01,463300,-99
2009-08-01,464111,107959
2009-08-01,464112,-99
2009-08-01,464114,-99
2009-08-01,464119,50598
2009-08-01,464129,365121
2009-08-01,464130,88616
2009-08-01,464141,702967
2009-08-01,464142,-99
2009-08-01,464211,537592
2009-08-01,464212,68670
2009-08-01,464221,129249
2009-08-01,464223,92020
2009-08-01,464310,4235090
2009-08-01,464320,3817109
2009-08-01,464330,590215
2009-08-01,464340,69669
2009-08-01,464410,125514
2009-08-01,464420,332599
2009-08-01,464501,314942
2009-08-01,464502,145226
2009-08-01,464610,-99
2009-08-01,464620,515078
2009-08-01,464631,50457
2009-08-01,464632,236849
2009-08-01,464910,933064
2009-08-01,464920,-99
2009-08-01,464930,-99
2009-08-01,464950,7033
2009-08-01,464999,250863
2009-08-01,465100,665987
2009-08-01,465210,289793
2009-08-01,465220,-99
2009-08-01,465310,1593052
2009-08-01,465320,165389
2009-08-01,465330,156185
2009-08-01,465340,298050
2009-08-01,465350,718489
2009-08-01,465360,-99
2009-08-01,465390,613031
2009-08-01,465400,209839
2009-08-01,465690,-99
2009-08-01,465910,-99
2009-08-01,465930,394792
2009-08-01,465990,2463109
2009-08-01,466110,-99
2009-08-01,466129,848674
2009-08-01,466200,299044
2009-08-01,466320,233548
2009-08-01,466330,26843
2009-08-01,466340,-99
2009-08-01,466350,-99
2009-08-01,466360,-99
2009-08-01,466391,-99
2009-08-01,466399,51561
2009-08-01,466910,-99
2009-08-01,466920,-99
2009-08-01,466931,577586
2009-08-01,466932,6079990
2009-08-01,466939,792030
2009-08-01,466940,-99
2009-08-01,466990,1821807
2009-08-01,469010,3315814
2009-08-01,469090,16709293
2009-08-01,471110,-99
2009-08-01,471120,7912377
2009-08-01,471130,-99
2009-08-01,472120,-99
2009-08-01,472190,113058
2009-08-01,473000,-99
2009-08-01,474010,-99
2009-08-01,475230,-99
2009-08-01,475250,-99
2009-08-01,475290,70241
2009-08-01,475300,-99
2009-08-01,475410,-99
2009-08-01,475430,-99
2009-08-01,475490,-99
2009-08-01,476110,110373
2009-08-01,476200,-99
2009-08-01,476310,-99
2009-08-01,476320,-99
2009-08-01,477110,-99
2009-08-01,477150,-99
2009-08-01,477190,1406832
2009-08-01,477210,27981
2009-08-01,477220,-99
2009-08-01,477290,63990
2009-08-01,477310,-99
2009-08-01,477320,44813
2009-08-01,477330,38338
2009-08-01,477410,-99
2009-08-01,477420,-99
2009-08-01,477440,109843
2009-08-01,477470,-99
2009-08-01,477480,15401
2009-08-01,477490,30980
2009-08-01,477810,-99
2009-08-01,477830,70996
2009-08-01,477890,-99
2009-08-01,478010,-99
2009-08-01,479900,46906
2009-08-01,491110,-99
2009-08-01,492170,-99
2009-08-01,492210,-99
2009-08-01,492240,-99
2009-08-01,492280,-99
2009-08-01,492290,1017970
2009-08-01,493200,-99
2009-08-01,501200,-99
2009-08-01,511000,-99
2009-08-01,512000,-99
2009-08-01,521010,-99
2009-08-01,522010,-99
2009-08-01,522020,1159651
2009-08-01,522092,-99
2009-08-01,522099,2170002
2009-08-01,523011,813813
2009-08-01,523019,-99
2009-08-01,523020,-99
2009-08-01,523031,-99
2009-08-01,523090,1378825
2009-08-01,524230,-99
2009-08-01,524290,14651
2009-08-01,524390,20912
2009-08-01,551090,-99
2009-08-01,561019,24064
2009-08-01,581100,1744203
2009-08-01,581300,379540
2009-08-01,581900,-99
2009-08-01,591110,-99
2009-08-01,591200,100034
2009-08-01,602100,-99
2009-08-01,602200,-99
2009-08-01,602310,182963
2009-08-01,602320,1599564
2009-08-01,612000,-99
2009-08-01,614010,-99
2009-08-01,619000,135616
2009-08-01,620100,347534
2009-08-01,620900,329176
2009-08-01,649999,394348
2009-08-01,651220,-99
2009-08-01,681098,5294572
2009-08-01,681099,2218881
2009-08-01,682010,-99
2009-08-01,691001,-99
2009-08-01,692000,-99
2009-08-01,702091,490517
2009-08-01,702092,1253991
2009-08-01,702099,2080150
2009-08-01,711001,-99
2009-08-01,711002,-99
2009-08-01,711003,462941
2009-08-01,711009,393431
2009-08-01,712000,-99
2009-08-01,721020,858786
2009-08-01,731001,-99
2009-08-01,749009,293462
2009-08-01,750000,-99
2009-08-01,771190,-99
2009-08-01,773030,-99
2009-08-01,773090,1737019
2009-08-01,774000,-99
2009-08-01,780000,-99
2009-08-01,791200,-99
2009-08-01,812020,-99
2009-08-01,821100,-99
2009-08-01,821900,13386
2009-08-01,822000,-99
2009-08-01,823000,-99
2009-08-01,829200,-99
2009-08-01,829900,1496100
2009-08-01,851010,-99
2009-08-01,854990,59712
2009-08-01,862110,-99
2009-08-01,863120,-99
2009-08-01,863200,-99
2009-08-01,869090,185952
2009-08-01,900011,-99
2009-08-01,910900,-99
2009-08-01,920009,-99
2009-08-01,939020,-99
2009-08-01,939090,-99
2009-08-01,941200,-99
2009-08-01,949100,1326187
2009-08-01,949990,-99
2009-08-01,951200,-99
2009-08-01,960990,558300
2009-08-01,999999,869209
2009-09-01,11111,4778484
2009-09-01,11112,511814
2009-09-01,11119,1285938
2009-09-01,11121,-99
2009-09-01,11129,-99
2009-09-01,11130,-99
2009-09-01,11211,1086040
2009-09-01,11299,5355640
2009-09-01,11310,-99
2009-09-01,11329,1105152
2009-09-01,11331,2541618
2009-09-01,11342,-99
2009-09-01,11912,-99
2009-09-01,12110,6905714
2009-09-01,12121,-99
2009-09-01,12200,6967135
2009-09-01,12311,4797132
2009-09-01,12319,-99
2009-09-01,12320,-99
2009-09-01,12410,-99
2009-09-01,12420,434332
2009-09-01,12490,2635674
2009-09-01,12510,-99
2009-09-01,12600,61252
2009-09-01,12701,-99
2009-09-01,12709,-99
2009-09-01,12800,-99
2009-09-01,12900,-99
2009-09-01,13011,5814706
2009-09-01,13012,1265731
2009-09-01,13013,-99
2009-09-01,13019,648999
2009-09-01,13020,267804
2009-09-01,14113,6733499
2009-09-01,14115,-99
2009-09-01,14211,-99
2009-09-01,14221,421090
2009-09-01,14510,-99
2009-09-01,14610,-99
2009-09-01,14810,-99
2009-09-01,14820,219417
2009-09-01,14910,531973
2009-09-01,14930,-99
2009-09-01,14990,-99
2009-09-01,16120,-99
2009-09-01,16130,-99
2009-09-01,16140,-99
2009-09-01,16150,-99
2009-09-01,16190,-99
2009-09-01,16210,-99
2009-09-01,16291,-99
2009-09-01,16292,-99
2009-09-01,17020,-99
2009-09-01,21010,593504
2009-09-01,21030,-99
2009-09-01,22010,606754
2009-09-01,22020,721191
2009-09-01,31110,23533792
2009-09-01,31120,49912344
2009-09-01,31200,-99
2009-09-01,31300,-99
2009-09-01,32000,-99
2009-09-01,51000,-99
2009-09-01,61000,275882272
2009-09-01,62000,27582920
2009-09-01,72910,67704488
2009-09-01,72990,140651680
2009-09-01,81100,129775
2009-09-01,81200,1178230
2009-09-01,81300,-99
2009-09-01,81400,619276
2009-09-01,89120,3844723
2009-09-01,89200,-99
2009-09-01,89300,282032
2009-09-01,89900,4247356
2009-09-01,91000,9295901
2009-09-01,99000,-99
2009-09-01,101011,76394456
2009-09-01,101012,77673120
2009-09-01,101013,-99
2009-09-01,101020,27661012
2009-09-01,101030,3027948
2009-09-01,101040,4788622
2009-09-01,101091,6356069
2009-09-01,101099,7056303
2009-09-01,102001,35271760
2009-09-01,102002,1058676
2009-09-01,102003,1553555
2009-09-01,103011,8266128
2009-09-01,103012,662284
2009-09-01,103020,54482832
2009-09-01,103030,10971130
2009-09-01,103091,4354899
2009-09-01,103099,8351327
2009-09-01,104011,770403968
2009-09-01,104012,3865734
2009-09-01,104013,280330848
2009-09-01,105010,15252443
2009-09-01,105020,26449670
2009-09-01,105030,-99
2009-09-01,105090,7613984
2009-09-01,106110,33858940
2009-09-01,106120,8036821
2009-09-01,106131,1130846
2009-09-01,106139,3082655
2009-09-01,106200,2694065
2009-09-01,107110,6066427
2009-09-01,107121,1400715
2009-09-01,107129,315731
2009-09-01,107200,38082384
2009-09-01,107301,6991987
2009-09-01,107309,24280556
2009-09-01,107410,271909
2009-09-01,107420,141769
2009-09-01,107911,347680
2009-09-01,107912,190139
2009-09-01,107920,3069778
2009-09-01,107930,5852468
2009-09-01,107991,2386803
2009-09-01,107992,75702
2009-09-01,107999,44251688
2009-09-01,108000,6238553
2009-09-01,109000,1871459
2009-09-01,110100,6126521
2009-09-01,110211,-99
2009-09-01,110212,52584384
2009-09-01,110290,1069713
2009-09-01,110300,10541960
2009-09-01,110411,166277
2009-09-01,110420,217872
2009-09-01,110492,3410518
2009-09-01,120010,40372200
2009-09-01,120091,-99
2009-09-01,120099,-99
2009-09-01,131110,3733826
2009-09-01,131120,5516762
2009-09-01,131131,927176
2009-09-01,131132,909846
2009-09-01,131139,7346584
2009-09-01,131201,-99
2009-09-01,131202,362583
2009-09-01,131209,2056921
2009-09-01,131300,2463079
2009-09-01,139100,176999
2009-09-01,139201,-99
2009-09-01,139203,-99
2009-09-01,139204,-99
2009-09-01,139209,3078428
2009-09-01,139300,628276
2009-09-01,139400,-99
2009-09-01,139900,9994814
2009-09-01,141110,219044
2009-09-01,141120,326721
2009-09-01,141130,502646
2009-09-01,141140,-99
2009-09-01,141191,77122
2009-09-01,141199,3092216
2009-09-01,141201,174495
2009-09-01,141202,94144
2009-09-01,142000,43134
2009-09-01,143010,384140
2009-09-01,143020,151511
2009-09-01,151100,67664376
2009-09-01,151200,1295460
2009-09-01,152011,637962
2009-09-01,152021,540813
2009-09-01,152031,510364
2009-09-01,152040,160748
2009-09-01,161001,-99
2009-09-01,161002,947449
2009-09-01,162100,5017262
2009-09-01,162201,127453
2009-09-01,162300,-99
2009-09-01,162901,-99
2009-09-01,162902,-99
2009-09-01,162903,-99
2009-09-01,162909,2946536
2009-09-01,170101,-99
2009-09-01,170102,10760997
2009-09-01,170201,1567376
2009-09-01,170202,9047207
2009-09-01,170910,10657256
2009-09-01,170990,8945955
2009-09-01,181101,407469
2009-09-01,181109,3782571
2009-09-01,181200,164710
2009-09-01,182000,-99
2009-09-01,191000,301385
2009-09-01,192000,51163152
2009-09-01,201110,897541
2009-09-01,201120,4948007
2009-09-01,201130,2208843
2009-09-01,201140,-99
2009-09-01,201180,1655256
2009-09-01,201190,34269200
2009-09-01,201210,-99
2009-09-01,201220,-99
2009-09-01,201300,505824
2009-09-01,201401,51692516
2009-09-01,201409,6359302
2009-09-01,202101,51297492
2009-09-01,202200,3615709
2009-09-01,202311,2494208
2009-09-01,202312,22981602
2009-09-01,202320,9683686
2009-09-01,202906,968863
2009-09-01,202907,4169148
2009-09-01,202908,45910536
2009-09-01,203000,236803
2009-09-01,210010,51963740
2009-09-01,210020,8070163
2009-09-01,210030,1015414
2009-09-01,210090,2561029
2009-09-01,221110,19824770
2009-09-01,221901,761463
2009-09-01,221909,2590942
2009-09-01,222010,14209555
2009-09-01,222090,28985386
2009-09-01,231010,1279829
2009-09-01,231020,1626500
2009-09-01,231090,1579398
2009-09-01,239100,562395
2009-09-01,239201,-99
2009-09-01,239202,3058025
2009-09-01,239209,744595
2009-09-01,239310,420705
2009-09-01,239391,-99
2009-09-01,239399,-99
2009-09-01,239410,777785
2009-09-01,239421,33661
2009-09-01,239422,1571050
2009-09-01,239510,-99
2009-09-01,239592,-99
2009-09-01,239593,617890
2009-09-01,239600,493429
2009-09-01,239900,3863814
2009-09-01,241001,235511
2009-09-01,241009,119006528
2009-09-01,242010,77686096
2009-09-01,242090,2445339
2009-09-01,243100,3603298
2009-09-01,243200,1306655
2009-09-01,251101,575519
2009-09-01,251102,1045180
2009-09-01,251200,1281533
2009-09-01,252000,1251851
2009-09-01,259100,1767425
2009-09-01,259200,262335
2009-09-01,259301,785892
2009-09-01,259302,-99
2009-09-01,259309,242776
2009-09-01,259910,4764506
2009-09-01,259991,-99
2009-09-01,259992,-99
2009-09-01,259993,1846598
2009-09-01,259999,12729210
2009-09-01,261000,27544
2009-09-01,262000,367809
2009-09-01,263000,206010
2009-09-01,264000,828886
2009-09-01,265101,2532500
2009-09-01,265102,362356
2009-09-01,266010,2130935
2009-09-01,266090,2881612
2009-09-01,267001,549734
2009-09-01,268000,-99
2009-09-01,271010,11241664
2009-09-01,271020,1344841
2009-09-01,272000,732561
2009-09-01,273110,-99
2009-09-01,273190,2658613
2009-09-01,274000,1006691
2009-09-01,275010,710603
2009-09-01,275020,2521769
2009-09-01,275091,187514
2009-09-01,275092,27683
2009-09-01,275099,535701
2009-09-01,279000,2399228
2009-09-01,281100,3616746
2009-09-01,281201,3679088
2009-09-01,281301,6970242
2009-09-01,281400,4706133
2009-09-01,281500,487498
2009-09-01,281600,498727
2009-09-01,281700,-99
2009-09-01,281900,4139063
2009-09-01,282110,-99
2009-09-01,282120,13880158
2009-09-01,282130,1027845
2009-09-01,282200,731926
2009-09-01,282300,266382
2009-09-01,282400,6706231
2009-09-01,282500,2839268
2009-09-01,282600,-99
2009-09-01,282901,422461
2009-09-01,282909,11770133
2009-09-01,291000,538618688
2009-09-01,292000,1020630
2009-09-01,293011,-99
2009-09-01,293090,49227924
2009-09-01,301100,132321
2009-09-01,301200,-99
2009-09-01,302000,862621
2009-09-01,303000,465974
2009-09-01,309100,-99
2009-09-01,309200,-99
2009-09-01,309900,-99
2009-09-01,310010,821323
2009-09-01,310020,2910514
2009-09-01,310030,252111
2009-09-01,321011,-99
2009-09-01,321012,-99
2009-09-01,321020,-99
2009-09-01,322001,113340
2009-09-01,323001,153280
2009-09-01,324000,219397
2009-09-01,329010,-99
2009-09-01,329020,-99
2009-09-01,329040,45795
2009-09-01,329090,14469271
2009-09-01,331101,-99
2009-09-01,331210,-99
2009-09-01,331290,234693
2009-09-01,331400,-99
2009-09-01,331900,3126711
2009-09-01,332000,-99
2009-09-01,351110,3334889
2009-09-01,351310,-99
2009-09-01,352020,-99
2009-09-01,370000,-99
2009-09-01,382010,-99
2009-09-01,382020,1282625
2009-09-01,410011,-99
2009-09-01,410021,290106
2009-09-01,421000,1700781
2009-09-01,422200,3374608
2009-09-01,429010,294802
2009-09-01,429090,2820290
2009-09-01,432110,-99
2009-09-01,432190,71272
2009-09-01,432990,-99
2009-09-01,433010,-99
2009-09-01,433020,-99
2009-09-01,439910,-99
2009-09-01,439990,24971
2009-09-01,451110,75816
2009-09-01,451190,413737
2009-09-01,451210,-99
2009-09-01,452700,-99
2009-09-01,452990,73293
2009-09-01,453100,3478434
2009-09-01,453291,-99
2009-09-01,454010,168251
2009-09-01,461011,49706616
2009-09-01,461013,-99
2009-09-01,461019,129573
2009-09-01,461021,-99
2009-09-01,461029,-99
2009-09-01,461032,7327076
2009-09-01,461039,-99
2009-09-01,461091,-99
2009-09-01,461092,-99
2009-09-01,461093,-99
2009-09-01,461094,-99
2009-09-01,461095,-99
2009-09-01,461099,1137441
2009-09-01,462120,1427269
2009-09-01,462131,114063608
2009-09-01,462132,-99
2009-09-01,462190,2017491
2009-09-01,462201,4575890
2009-09-01,462209,-99
2009-09-01,463111,-99
2009-09-01,463121,12734536
2009-09-01,463130,4983212
2009-09-01,463140,15270073
2009-09-01,463153,1050938
2009-09-01,463154,298289
2009-09-01,463159,-99
2009-09-01,463170,632948
2009-09-01,463180,755214
2009-09-01,463191,11079393
2009-09-01,463199,7419912
2009-09-01,463211,1002508
2009-09-01,463212,-99
2009-09-01,463219,-99
2009-09-01,463220,-99
2009-09-01,463300,839678
2009-09-01,464111,233653
2009-09-01,464112,-99
2009-09-01,464119,52877
2009-09-01,464122,-99
2009-09-01,464129,228487
2009-09-01,464130,863616
2009-09-01,464141,655013
2009-09-01,464142,-99
2009-09-01,464149,-99
2009-09-01,464211,414350
2009-09-01,464212,83887
2009-09-01,464221,126390
2009-09-01,464222,-99
2009-09-01,464223,49604
2009-09-01,464310,3644605
2009-09-01,464320,1815636
2009-09-01,464330,394852
2009-09-01,464340,316141
2009-09-01,464410,41656
2009-09-01,464420,352025
2009-09-01,464501,95171
2009-09-01,464502,167700
2009-09-01,464610,-99
2009-09-01,464620,603500
2009-09-01,464631,25805
2009-09-01,464632,111343
2009-09-01,464910,775905
2009-09-01,464920,-99
2009-09-01,464930,-99
2009-09-01,464950,-99
2009-09-01,464991,-99
2009-09-01,464999,394595
2009-09-01,465100,881807
2009-09-01,465210,144815
2009-09-01,465220,-99
2009-09-01,465310,1030110
2009-09-01,465320,1009128
2009-09-01,465330,62267
2009-09-01,465340,427956
2009-09-01,465350,532541
2009-09-01,465360,-99
2009-09-01,465390,1242861
2009-09-01,465400,8546302
2009-09-01,465500,-99
2009-09-01,465610,-99
2009-09-01,465690,-99
2009-09-01,465910,-99
2009-09-01,465930,853054
2009-09-01,465990,1564636
2009-09-01,466110,261281
2009-09-01,466129,1116237
2009-09-01,466200,121317
2009-09-01,466310,-99
2009-09-01,466320,221045
2009-09-01,466330,129381
2009-09-01,466340,367014
2009-09-01,466350,-99
2009-09-01,466360,-99
2009-09-01,466391,-99
2009-09-01,466399,116037
2009-09-01,466910,-99
2009-09-01,466920,-99
2009-09-01,466931,802928
2009-09-01,466932,6639953
2009-09-01,466939,1213395
2009-09-01,466940,-99
2009-09-01,466990,2955965
2009-09-01,469010,3343965
2009-09-01,469090,25535050
2009-09-01,471110,-99
2009-09-01,471120,7327242
2009-09-01,471130,-99
2009-09-01,472190,149521
2009-09-01,472200,-99
2009-09-01,473000,-99
2009-09-01,474010,78870
2009-09-01,475110,-99
2009-09-01,475190,-99
2009-09-01,475230,-99
2009-09-01,475240,-99
2009-09-01,475250,-99
2009-09-01,475290,-99
2009-09-01,475300,-99
2009-09-01,475410,-99
2009-09-01,476110,99343
2009-09-01,476200,-99
2009-09-01,476320,-99
2009-09-01,477110,-99
2009-09-01,477140,-99
2009-09-01,477190,1533596
2009-09-01,477210,-99
2009-09-01,477220,137099
2009-09-01,477290,86417
2009-09-01,477320,78311
2009-09-01,477330,91231
2009-09-01,477410,-99
2009-09-01,477420,190589
2009-09-01,477430,-99
2009-09-01,477440,285362
2009-09-01,477480,10443
2009-09-01,477490,115962
2009-09-01,477810,-99
2009-09-01,477830,81195
2009-09-01,478010,-99
2009-09-01,491110,-99
2009-09-01,492150,-99
2009-09-01,492170,-99
2009-09-01,492210,-99
2009-09-01,492229,-99
2009-09-01,492290,1103363
2009-09-01,493200,-99
2009-09-01,501200,-99
2009-09-01,511000,31245220
2009-09-01,522010,-99
2009-09-01,522020,1360763
2009-09-01,522099,5393950
2009-09-01,523011,624957
2009-09-01,523019,46979
2009-09-01,523020,-99
2009-09-01,523031,-99
2009-09-01,523090,1021079
2009-09-01,524120,-99
2009-09-01,524290,-99
2009-09-01,524330,-99
2009-09-01,524390,40562
2009-09-01,551022,-99
2009-09-01,551090,-99
2009-09-01,561019,-99
2009-09-01,581100,1483799
2009-09-01,581300,215175
2009-09-01,581900,-99
2009-09-01,591110,565772
2009-09-01,591200,98300
2009-09-01,602100,-99
2009-09-01,602200,-99
2009-09-01,602310,64733
2009-09-01,602320,-99
2009-09-01,602900,-99
2009-09-01,612000,-99
2009-09-01,619000,30023
2009-09-01,620100,272881
2009-09-01,620200,-99
2009-09-01,620900,815566
2009-09-01,649100,-99
2009-09-01,649999,-99
2009-09-01,681098,13527430
2009-09-01,681099,2011672
2009-09-01,692000,-99
2009-09-01,702091,651018
2009-09-01,702092,566036
2009-09-01,702099,1309223
2009-09-01,711001,-99
2009-09-01,711002,-99
2009-09-01,711003,396352
2009-09-01,711009,908618
2009-09-01,721020,281853
2009-09-01,722020,-99
2009-09-01,731001,-99
2009-09-01,731009,-99
2009-09-01,749009,393188
2009-09-01,750000,-99
2009-09-01,771190,-99
2009-09-01,773040,-99
2009-09-01,773090,4167107
2009-09-01,774000,-99
2009-09-01,780000,-99
2009-09-01,791909,-99
2009-09-01,812020,-99
2009-09-01,821100,-99
2009-09-01,822000,116409
2009-09-01,823000,-99
2009-09-01,829200,-99
2009-09-01,829900,5260223
2009-09-01,851010,-99
2009-09-01,854990,50817
2009-09-01,862110,-99
2009-09-01,863110,-99
2009-09-01,863200,-99
2009-09-01,869090,-99
2009-09-01,900011,99489
2009-09-01,910300,-99
2009-09-01,910900,-99
2009-09-01,931050,-99
2009-09-01,939020,-99
2009-09-01,939090,-99
2009-09-01,941200,-99
2009-09-01,949100,683620
2009-09-01,949990,8865
2009-09-01,951100,-99
