fecha,clae2,total_fob
2007-04-01,18,4491314
2007-04-01,19,105509760
2007-04-01,20,196369408
2007-04-01,21,42417804
2007-04-01,22,58730272
2007-04-01,23,15342006
2007-04-01,24,182382320
2007-04-01,25,26204494
2007-04-01,26,6757967
2007-04-01,27,21305294
2007-04-01,28,57205676
2007-04-01,29,360420128
2007-04-01,30,2351032
2007-04-01,31,3751586
2007-04-01,32,3074537
2007-04-01,33,2756620
2007-04-01,35,6651637
2007-04-01,37,-99
2007-04-01,38,1494519
2007-04-01,41,460250
2007-04-01,42,14176503
2007-04-01,43,341760
2007-04-01,45,4110653
2007-04-01,46,513513280
2007-04-01,47,10541787
2007-04-01,49,19487286
2007-04-01,50,1219579
2007-04-01,51,12817530
2007-04-01,52,9101402
2007-04-01,55,-99
2007-04-01,56,237405
2007-04-01,58,2670476
2007-04-01,59,710561
2007-04-01,60,228902
2007-04-01,61,664514
2007-04-01,62,1235520
2007-04-01,64,272397
2007-04-01,68,12287360
2007-04-01,69,83201
2007-04-01,70,2988822
2007-04-01,71,2510843
2007-04-01,72,140538
2007-04-01,73,31595
2007-04-01,74,68488
2007-04-01,75,-99
2007-04-01,77,2556601
2007-04-01,79,-99
2007-04-01,82,7905612
2007-04-01,85,27448
2007-04-01,86,292472
2007-04-01,88,-99
2007-04-01,90,-99
2007-04-01,91,-99
2007-04-01,92,-99
2007-04-01,93,29114
2007-04-01,94,891438
2007-04-01,95,-99
2007-04-01,96,1751016
2007-04-01,999,1231220
2007-05-01,1,77127968
2007-05-01,2,1365279
2007-05-01,3,65843056
2007-05-01,5,-99
2007-05-01,6,304008864
2007-05-01,7,215188160
2007-05-01,8,10377676
2007-05-01,9,3902651
2007-05-01,10,1783346944
2007-05-01,11,54834724
2007-05-01,12,20403234
2007-05-01,13,43605244
2007-05-01,14,4774694
2007-05-01,15,84927328
2007-05-01,16,12343396
2007-05-01,17,51849668
2007-05-01,18,3984959
2007-05-01,19,147181984
2007-05-01,20,191084176
2007-05-01,21,56260524
2007-05-01,22,55452220
2007-05-01,23,16391746
2007-05-01,24,259833968
2007-05-01,25,23021502
2007-05-01,26,10059609
2007-05-01,27,23112102
2007-05-01,28,57573756
2007-05-01,29,483214848
2007-05-01,30,6314340
2007-05-01,31,3907564
2007-05-01,32,8044703
2007-05-01,33,2706364
2007-05-01,35,6400006
2007-05-01,37,-99
2007-05-01,38,1255459
2007-05-01,41,339312
2007-05-01,42,2415385
2007-05-01,43,508324
2007-05-01,45,5245066
2007-05-01,46,579859456
2007-05-01,47,10343824
2007-05-01,49,16303733
2007-05-01,50,659165
2007-05-01,51,880959
2007-05-01,52,9922270
2007-05-01,55,-99
2007-05-01,56,128154
2007-05-01,58,2114798
2007-05-01,59,2046774
2007-05-01,60,466717
2007-05-01,61,1665825
2007-05-01,62,1232246
2007-05-01,63,-99
2007-05-01,64,427454
2007-05-01,66,-99
2007-05-01,68,9315336
2007-05-01,69,128701
2007-05-01,70,2843372
2007-05-01,71,922957
2007-05-01,72,783105
2007-05-01,73,-99
2007-05-01,74,163156
2007-05-01,77,3617411
2007-05-01,79,17388
2007-05-01,81,-99
2007-05-01,82,10205435
2007-05-01,85,66803
2007-05-01,86,453884
2007-05-01,90,30243
2007-05-01,91,-99
2007-05-01,92,-99
2007-05-01,93,57516
2007-05-01,94,692427
2007-05-01,95,37877
2007-05-01,96,2169731
2007-05-01,999,1446736
2007-06-01,1,64406840
2007-06-01,2,1052671
2007-06-01,3,57049560
2007-06-01,5,-99
2007-06-01,6,233644384
2007-06-01,7,317248416
2007-06-01,8,8041745
2007-06-01,9,5354601
2007-06-01,10,1662753152
2007-06-01,11,45687808
2007-06-01,12,30117748
2007-06-01,13,34997348
2007-06-01,14,3987677
2007-06-01,15,86217224
2007-06-01,16,11226925
2007-06-01,17,59138256
2007-06-01,18,5121133
2007-06-01,19,114417936
2007-06-01,20,176598784
2007-06-01,21,54334728
2007-06-01,22,53470704
2007-06-01,23,13169964
2007-06-01,24,218951184
2007-06-01,25,27448464
2007-06-01,26,10021955
2007-06-01,27,20115600
2007-06-01,28,62446400
2007-06-01,29,498698976
2007-06-01,30,20011684
2007-06-01,31,3142209
2007-06-01,32,12623690
2007-06-01,33,2138708
2007-06-01,35,4727596
2007-06-01,38,1428589
2007-06-01,41,539179
2007-06-01,42,854903
2007-06-01,43,887092
2007-06-01,45,5054534
2007-06-01,46,455792960
2007-06-01,47,11612540
2007-06-01,49,11599770
2007-06-01,50,119078
2007-06-01,51,35124748
2007-06-01,52,10882787
2007-06-01,55,-99
2007-06-01,56,104439
2007-06-01,58,2190232
2007-06-01,59,914404
2007-06-01,60,680241
2007-06-01,61,349751
2007-06-01,62,1001215
2007-06-01,64,208331
2007-06-01,65,-99
2007-06-01,66,-99
2007-06-01,68,9230695
2007-06-01,69,40314
2007-06-01,70,2676047
2007-06-01,71,981297
2007-06-01,72,302482
2007-06-01,73,42995
2007-06-01,74,543070
2007-06-01,75,15610
2007-06-01,77,2239310
2007-06-01,79,-99
2007-06-01,82,6323537
2007-06-01,85,21764
2007-06-01,86,471619
2007-06-01,90,253597
2007-06-01,92,-99
2007-06-01,93,42786
2007-06-01,94,713194
2007-06-01,95,-99
2007-06-01,96,1700742
2007-06-01,999,899816
2007-07-01,1,62652384
2007-07-01,2,2348590
2007-07-01,3,62697716
2007-07-01,5,-99
2007-07-01,6,267714272
2007-07-01,7,273221824
2007-07-01,8,8288407
2007-07-01,9,6053366
2007-07-01,10,1811962752
2007-07-01,11,53776412
2007-07-01,12,38542548
2007-07-01,13,25207460
2007-07-01,14,4482359
2007-07-01,15,95084368
2007-07-01,16,12434290
2007-07-01,17,52352008
2007-07-01,18,5022901
2007-07-01,19,99584416
2007-07-01,20,159652544
2007-07-01,21,46812936
2007-07-01,22,66383800
2007-07-01,23,14909545
2007-07-01,24,220009008
2007-07-01,25,27919736
2007-07-01,26,9517580
2007-07-01,27,24083094
2007-07-01,28,68278240
2007-07-01,29,528511936
2007-07-01,30,2874635
2007-07-01,31,3644391
2007-07-01,32,7321337
2007-07-01,33,3208331
2007-07-01,35,2826352
2007-07-01,37,-99
2007-07-01,38,1230463
2007-07-01,41,697296
2007-07-01,42,705115
2007-07-01,43,899535
2007-07-01,45,5157975
2007-07-01,46,474909536
2007-07-01,47,11548792
2007-07-01,49,3182819
2007-07-01,50,324213
2007-07-01,51,258884
2007-07-01,52,7915621
2007-07-01,55,-99
2007-07-01,56,161101
2007-07-01,58,2595479
2007-07-01,59,1810236
2007-07-01,60,175883
2007-07-01,61,1095202
2007-07-01,62,707535
2007-07-01,64,645878
2007-07-01,66,-99
2007-07-01,68,12056138
2007-07-01,69,52167
2007-07-01,70,5047575
2007-07-01,71,1368629
2007-07-01,72,271853
2007-07-01,73,31344
2007-07-01,74,598578
2007-07-01,75,-99
2007-07-01,77,3311542
2007-07-01,79,-99
2007-07-01,81,-99
2007-07-01,82,4632813
2007-07-01,85,205631
2007-07-01,86,245864
2007-07-01,90,188124
2007-07-01,91,-99
2007-07-01,92,-99
2007-07-01,93,64556
2007-07-01,94,1036704
2007-07-01,96,674352
2007-07-01,999,1272117
2007-08-01,1,56949860
2007-08-01,2,2355219
2007-08-01,3,65555720
2007-08-01,5,-99
2007-08-01,6,289624736
2007-08-01,7,162408496
2007-08-01,8,11410003
2007-08-01,9,7830106
2007-08-01,10,1895756416
2007-08-01,11,69206072
2007-08-01,12,38090184
2007-08-01,13,42403536
2007-08-01,14,5531332
2007-08-01,15,87717600
2007-08-01,16,11499474
2007-08-01,17,52357584
2007-08-01,18,4583444
2007-08-01,19,93892544
2007-08-01,20,189067824
2007-08-01,21,61087360
2007-08-01,22,68896296
2007-08-01,23,14849512
2007-08-01,24,217457248
2007-08-01,25,25115726
2007-08-01,26,9372747
2007-08-01,27,23566216
2007-08-01,28,61488184
2007-08-01,29,614882816
2007-08-01,30,1626969
2007-08-01,31,3582459
2007-08-01,32,6433745
2007-08-01,33,2168634
2007-08-01,35,19410704
2007-08-01,38,1656679
2007-08-01,41,548024
2007-08-01,42,1357132
2007-08-01,43,600143
2007-08-01,45,4227826
2007-08-01,46,522454688
2007-08-01,47,11692832
2007-08-01,49,5488711
2007-08-01,50,2440723
2007-08-01,51,34535468
2007-08-01,52,5943852
2007-08-01,53,-99
2007-08-01,56,262520
2007-08-01,58,2634081
2007-08-01,59,2054251
2007-08-01,60,495847
2007-08-01,61,1955777
2007-08-01,62,1518419
2007-08-01,64,452522
2007-08-01,66,-99
2007-08-01,68,13749951
2007-08-01,69,-99
2007-08-01,70,2669426
2007-08-01,71,585130
2007-08-01,72,66430
2007-08-01,73,146905
2007-08-01,74,577644
2007-08-01,75,40946
2007-08-01,77,3623716
2007-08-01,79,-99
2007-08-01,81,-99
2007-08-01,82,3456330
2007-08-01,85,26195
2007-08-01,86,194253
2007-08-01,90,-99
2007-08-01,91,-99
2007-08-01,92,-99
2007-08-01,93,-99
2007-08-01,94,1094152
2007-08-01,95,-99
2007-08-01,96,1373525
2007-08-01,999,1947473
2007-09-01,1,53355088
2007-09-01,2,1746368
2007-09-01,3,54230872
2007-09-01,5,-99
2007-09-01,6,225697648
2007-09-01,7,166157888
2007-09-01,8,12980070
2007-09-01,9,5107900
2007-09-01,10,1866472320
2007-09-01,11,67276752
2007-09-01,12,29703860
2007-09-01,13,34988264
2007-09-01,14,6674149
2007-09-01,15,89970648
2007-09-01,16,13149907
2007-09-01,17,57631684
2007-09-01,18,4163846
2007-09-01,19,79176944
2007-09-01,20,210847456
2007-09-01,21,58492344
2007-09-01,22,66534648
2007-09-01,23,16469568
2007-09-01,24,174407728
2007-09-01,25,32211994
2007-09-01,26,14042685
2007-09-01,27,21786666
2007-09-01,28,65558672
2007-09-01,29,563371008
2007-09-01,30,8246842
2007-09-01,31,3580610
2007-09-01,32,7481630
2007-09-01,33,2969675
2007-09-01,35,2001523
2007-09-01,38,1387132
2007-09-01,41,1322436
2007-09-01,42,984215
2007-09-01,43,520593
2007-09-01,45,5464081
2007-09-01,46,608181888
2007-09-01,47,13438739
2007-09-01,49,11952469
2007-09-01,50,660003
2007-09-01,51,438314
2007-09-01,52,8059414
2007-09-01,53,-99
2007-09-01,55,-99
2007-09-01,56,182447
2007-09-01,58,2579304
2007-09-01,59,1836189
2007-09-01,60,1582386
2007-09-01,61,1421649
2007-09-01,62,1318014
2007-09-01,64,509070
2007-09-01,68,11151821
2007-09-01,69,232578
2007-09-01,70,3317132
2007-09-01,71,944395
2007-09-01,72,423249
2007-09-01,73,1024994
2007-09-01,74,149501
2007-09-01,75,-99
2007-09-01,77,3240853
2007-09-01,79,-99
2007-09-01,81,-99
2007-09-01,82,20522442
2007-09-01,85,57408
2007-09-01,86,253828
2007-09-01,90,114720
2007-09-01,91,-99
2007-09-01,92,-99
2007-09-01,93,19412
2007-09-01,94,711954
2007-09-01,95,26291
2007-09-01,96,729306
2007-09-01,999,1621404
2007-10-01,1,57341928
2007-10-01,2,876279
2007-10-01,3,38837736
2007-10-01,5,-99
2007-10-01,6,347020864
2007-10-01,7,364851872
2007-10-01,8,13343826
2007-10-01,9,4550149
2007-10-01,10,2141635584
2007-10-01,11,72973416
2007-10-01,12,21937720
2007-10-01,13,43958108
2007-10-01,14,4703328
2007-10-01,15,83663840
2007-10-01,16,12239346
2007-10-01,17,51615672
2007-10-01,18,4062941
2007-10-01,19,174232992
2007-10-01,20,251977232
2007-10-01,21,57353188
2007-10-01,22,71899968
2007-10-01,23,16661438
2007-10-01,24,177635232
2007-10-01,25,36828068
2007-10-01,26,13390963
2007-10-01,27,27967716
2007-10-01,28,77019416
2007-10-01,29,574080000
2007-10-01,30,3912387
2007-10-01,31,4517075
2007-10-01,32,6733785
2007-10-01,33,1797733
2007-10-01,35,4616899
2007-10-01,38,1510279
2007-10-01,41,863663
2007-10-01,42,3599737
2007-10-01,43,1113307
2007-10-01,45,5101566
2007-10-01,46,568503872
2007-10-01,47,13789111
2007-10-01,49,20608880
2007-10-01,50,3290171
2007-10-01,51,36311984
2007-10-01,52,8409289
2007-10-01,56,145540
2007-10-01,58,2638116
2007-10-01,59,1319465
2007-10-01,60,560717
2007-10-01,61,2460331
2007-10-01,62,884229
2007-10-01,64,-99
2007-10-01,66,-99
2007-10-01,68,12117917
2007-10-01,69,58962
2007-10-01,70,2648584
2007-10-01,71,3290678
2007-10-01,72,494496
2007-10-01,73,96369
2007-10-01,74,168134
2007-10-01,75,-99
2007-10-01,77,2191780
2007-10-01,79,-99
2007-10-01,82,15006471
2007-10-01,85,107763
2007-10-01,86,518077
2007-10-01,90,74840
2007-10-01,91,18500
2007-10-01,92,-99
2007-10-01,93,-99
2007-10-01,94,1270371
2007-10-01,95,-99
2007-10-01,96,983632
2007-10-01,999,2301438
2007-11-01,1,72937824
2007-11-01,2,1162901
2007-11-01,3,26954080
2007-11-01,5,-99
2007-11-01,6,400123904
2007-11-01,7,143418560
2007-11-01,8,12471605
2007-11-01,9,7883752
2007-11-01,10,2056203904
2007-11-01,11,69458328
2007-11-01,12,13412508
2007-11-01,13,43760752
2007-11-01,14,7110630
2007-11-01,15,86746704
2007-11-01,16,13064348
2007-11-01,17,59600752
2007-11-01,18,5168828
2007-11-01,19,154751056
2007-11-01,20,260487328
2007-11-01,21,54628140
2007-11-01,22,70838736
2007-11-01,23,15038790
2007-11-01,24,176859520
2007-11-01,25,34996808
2007-11-01,26,13679791
2007-11-01,27,26146212
2007-11-01,28,64064132
2007-11-01,29,649668416
2007-11-01,30,6550499
2007-11-01,31,4167971
2007-11-01,32,10508409
2007-11-01,33,3258179
2007-11-01,35,7400912
2007-11-01,38,1635725
2007-11-01,41,1178920
2007-11-01,42,20674972
2007-11-01,43,507629
2007-11-01,45,5598105
2007-11-01,46,584094016
2007-11-01,47,14140696
2007-11-01,49,1670816
2007-11-01,50,349830
2007-11-01,51,39499232
2007-11-01,52,9012199
2007-11-01,55,-99
2007-11-01,56,132980
2007-11-01,58,2949963
2007-11-01,59,865665
2007-11-01,60,749980
2007-11-01,61,2000131
2007-11-01,62,897027
2007-11-01,64,663726
2007-11-01,68,12696439
2007-11-01,69,46960
2007-11-01,70,2701207
2007-11-01,71,964151
2007-11-01,72,575230
2007-11-01,73,91279
2007-11-01,74,142884
2007-11-01,75,-99
2007-11-01,77,2364953
2007-11-01,79,57202
2007-11-01,80,-99
2007-11-01,81,-99
2007-11-01,82,11123269
2007-11-01,85,84062
2007-11-01,86,473809
2007-11-01,90,58343
2007-11-01,91,-99
2007-11-01,92,-99
2007-11-01,93,35235
2007-11-01,94,803479
2007-11-01,95,-99
2007-11-01,96,1128311
2007-11-01,999,2466984
2007-12-01,1,67746616
2007-12-01,2,1098145
2007-12-01,3,20576114
2007-12-01,5,-99
2007-12-01,6,334499040
2007-12-01,7,293757184
2007-12-01,8,7439741
2007-12-01,9,4938058
2007-12-01,10,2204041472
2007-12-01,11,51094224
2007-12-01,12,8096998
2007-12-01,13,33797288
2007-12-01,14,4865589
2007-12-01,15,84207000
2007-12-01,16,11513074
2007-12-01,17,54544288
2007-12-01,18,4103358
2007-12-01,19,139621296
2007-12-01,20,297220928
2007-12-01,21,50585932
2007-12-01,22,66488248
2007-12-01,23,14998375
2007-12-01,24,268034416
2007-12-01,25,38103296
2007-12-01,26,16008991
2007-12-01,27,26933906
2007-12-01,28,87455808
2007-12-01,29,576265344
2007-12-01,30,8745449
2007-12-01,31,3663857
2007-12-01,32,8551422
2007-12-01,33,1624784
2007-12-01,35,4857120
2007-12-01,37,-99
2007-12-01,38,1945978
2007-12-01,41,462490
2007-12-01,42,2051356
2007-12-01,43,984302
2007-12-01,45,4901066
2007-12-01,46,564617152
2007-12-01,47,14382264
2007-12-01,49,1141362
2007-12-01,50,3180455
2007-12-01,51,152490080
2007-12-01,52,14809206
2007-12-01,53,-99
2007-12-01,55,-99
2007-12-01,56,180163
2007-12-01,58,3528217
2007-12-01,59,1868069
2007-12-01,60,903918
2007-12-01,61,1977311
2007-12-01,62,1437241
2007-12-01,64,-99
2007-12-01,68,12748900
2007-12-01,69,47061
2007-12-01,70,3049561
2007-12-01,71,4333121
2007-12-01,72,170612
2007-12-01,73,70180
2007-12-01,74,636559
2007-12-01,77,2190657
2007-12-01,79,-99
2007-12-01,81,-99
2007-12-01,82,7066348
2007-12-01,85,-99
2007-12-01,86,436979
2007-12-01,90,74982
2007-12-01,91,1336097
2007-12-01,92,-99
2007-12-01,93,42021
2007-12-01,94,997561
2007-12-01,95,-99
2007-12-01,96,706015
2007-12-01,999,1229546
2008-01-01,1,80847544
2008-01-01,2,1099632
2008-01-01,3,22773420
2008-01-01,5,-99
2008-01-01,6,353553152
2008-01-01,7,195893840
2008-01-01,8,12531446
2008-01-01,9,4734388
2008-01-01,10,2623834368
2008-01-01,11,68669880
2008-01-01,12,5216152
2008-01-01,13,42726792
2008-01-01,14,3958729
2008-01-01,15,73733536
2008-01-01,16,10101715
2008-01-01,17,56984624
2008-01-01,18,3771595
2008-01-01,19,103547936
2008-01-01,20,246138384
2008-01-01,21,53310072
2008-01-01,22,61510844
2008-01-01,23,13822515
2008-01-01,24,155345536
2008-01-01,25,27352916
2008-01-01,26,8999936
2008-01-01,27,17676584
2008-01-01,28,59590036
2008-01-01,29,384773408
2008-01-01,30,5020366
2008-01-01,31,2926111
2008-01-01,32,8553571
2008-01-01,33,5491874
2008-01-01,35,5504957
2008-01-01,38,1701307
2008-01-01,41,406711
2008-01-01,42,2082520
2008-01-01,43,975081
2008-01-01,45,6422287
2008-01-01,46,659590272
2008-01-01,47,12082187
2008-01-01,49,29820840
2008-01-01,50,1263659
2008-01-01,51,181174848
2008-01-01,52,10005809
2008-01-01,53,-99
2008-01-01,55,-99
2008-01-01,56,53088
2008-01-01,58,2657864
2008-01-01,59,1625303
2008-01-01,60,932261
2008-01-01,61,2696917
2008-01-01,62,1563502
2008-01-01,64,859746
2008-01-01,68,8888343
2008-01-01,69,42192
2008-01-01,70,1928389
2008-01-01,71,5457780
2008-01-01,72,475883
2008-01-01,73,81059
2008-01-01,74,42472
2008-01-01,75,-99
2008-01-01,77,2167930
2008-01-01,81,-99
2008-01-01,82,6085169
2008-01-01,85,27746
2008-01-01,86,162172
2008-01-01,90,114567
2008-01-01,91,-99
2008-01-01,93,6366
2008-01-01,94,879468
2008-01-01,95,28000
2008-01-01,96,484702
2008-01-01,999,1773640
2008-02-01,1,116961432
2008-02-01,2,1751482
2008-02-01,3,21448584
2008-02-01,5,-99
2008-02-01,6,453293600
2008-02-01,7,157132016
2008-02-01,8,11635374
2008-02-01,9,4251798
2008-02-01,10,1938860288
2008-02-01,11,72763312
2008-02-01,12,8132491
2008-02-01,13,35987992
2008-02-01,14,4772011
2008-02-01,15,83177832
2008-02-01,16,11577896
2008-02-01,17,46235904
2008-02-01,18,4605678
2008-02-01,19,118285456
2008-02-01,20,255849584
2008-02-01,21,50403940
2008-02-01,22,63486664
2008-02-01,23,13843108
2008-02-01,24,125539792
2008-02-01,25,29224582
2008-02-01,26,7642029
2008-02-01,27,24966596
2008-02-01,28,67224680
2008-02-01,29,452496288
2008-02-01,30,4299827
2008-02-01,31,3322806
2008-02-01,32,6340212
2008-02-01,33,1260752
2008-02-01,35,17426204
2008-02-01,38,2130738
2008-02-01,41,396179
2008-02-01,42,1899168
2008-02-01,43,536801
2008-02-01,45,4539986
2008-02-01,46,639743744
2008-02-01,47,13568022
2008-02-01,49,30590722
2008-02-01,50,-99
2008-02-01,51,96792776
2008-02-01,52,8968766
2008-02-01,53,-99
2008-02-01,55,47643
2008-02-01,56,157923
2008-02-01,58,2757790
2008-02-01,59,909628
2008-02-01,60,1954530
2008-02-01,61,2671190
2008-02-01,62,606410
2008-02-01,63,-99
2008-02-01,64,572891
2008-02-01,68,9051851
2008-02-01,69,-99
2008-02-01,70,1614365
2008-02-01,71,2796837
2008-02-01,72,198847
2008-02-01,73,203284
2008-02-01,74,-99
2008-02-01,75,166622
2008-02-01,77,1729297
2008-02-01,79,-99
2008-02-01,80,-99
2008-02-01,81,-99
2008-02-01,82,9865341
2008-02-01,85,52562
2008-02-01,86,109105
2008-02-01,90,-99
2008-02-01,91,-99
2008-02-01,93,-99
2008-02-01,94,1243280
2008-02-01,95,50412
2008-02-01,96,683146
2008-02-01,999,1012422
2008-03-01,1,100034504
2008-03-01,2,2587042
2008-03-01,3,38170104
2008-03-01,5,-99
2008-03-01,6,340674112
2008-03-01,7,331969184
2008-03-01,8,12548838
2008-03-01,9,5209507
2008-03-01,10,1583441792
2008-03-01,11,62059832
2008-03-01,12,14171008
2008-03-01,13,38704528
2008-03-01,14,6457683
2008-03-01,15,82932440
2008-03-01,16,11256650
2008-03-01,17,55524900
2008-03-01,18,5863634
2008-03-01,19,123072768
2008-03-01,20,308235840
2008-03-01,21,53742568
2008-03-01,22,65507388
2008-03-01,23,15019413
2008-03-01,24,225892160
2008-03-01,25,31373260
2008-03-01,26,11717939
2008-03-01,27,21072672
2008-03-01,28,66571568
2008-03-01,29,494443264
2008-03-01,30,5976327
2008-03-01,31,5350055
2008-03-01,32,4640742
2008-03-01,33,1951495
2008-03-01,35,25461536
2008-03-01,38,1990547
2008-03-01,41,338317
2008-03-01,42,7223000
2008-03-01,43,413341
2008-03-01,45,4309751
2008-03-01,46,467285184
2008-03-01,47,9876842
2008-03-01,49,38967840
2008-03-01,50,-99
2008-03-01,51,99449544
2008-03-01,52,10959139
2008-03-01,53,-99
2008-03-01,55,-99
2008-03-01,56,215114
2008-03-01,58,2945689
2008-03-01,59,446277
2008-03-01,60,684737
2008-03-01,61,1734093
2008-03-01,62,644366
2008-03-01,64,900978
2008-03-01,68,9025896
2008-03-01,69,-99
