fecha,letra,total_fob
2016-08-01,S,692900
2016-09-01,A,150644176
2016-09-01,B,504472064
2016-09-01,C,3561415168
2016-09-01,D,16682041
2016-09-01,E,190990
2016-09-01,F,11501984
2016-09-01,G,689493120
2016-09-01,H,76484088
2016-09-01,I,68391
2016-09-01,J,2773454
2016-09-01,K,-99
2016-09-01,L,2480893
2016-09-01,M,1440023
2016-09-01,N,1628744
2016-09-01,P,-99
2016-09-01,Q,707975
2016-09-01,R,-99
2016-09-01,S,624751
2016-10-01,A,191465520
2016-10-01,B,422976352
2016-10-01,C,3377608192
2016-10-01,D,1931904
2016-10-01,E,1575791
2016-10-01,F,1419872
2016-10-01,G,520209408
2016-10-01,H,134577360
2016-10-01,I,-99
2016-10-01,J,3354490
2016-10-01,K,-99
2016-10-01,L,1527683
2016-10-01,M,3476346
2016-10-01,N,2031235
2016-10-01,P,-99
2016-10-01,Q,482835
2016-10-01,R,66322
2016-10-01,S,706914
2016-10-01,Z,-99
2016-11-01,A,157868784
2016-11-01,B,443453792
2016-11-01,C,3672726016
2016-11-01,D,476817
2016-11-01,E,-99
2016-11-01,F,2809618
2016-11-01,G,509932832
2016-11-01,H,119600256
2016-11-01,I,173861
2016-11-01,J,3799675
2016-11-01,K,1157444
2016-11-01,L,1182079
2016-11-01,M,1583946
2016-11-01,N,5447625
2016-11-01,P,-99
2016-11-01,Q,562433
2016-11-01,S,656087
2016-11-01,Z,-99
2016-12-01,A,121588232
2016-12-01,B,535423008
2016-12-01,C,3363166464
2016-12-01,D,9397981
2016-12-01,E,2009876
2016-12-01,F,2459158
2016-12-01,G,505320128
2016-12-01,H,13255393
2016-12-01,I,-99
2016-12-01,J,3210961
2016-12-01,K,-99
2016-12-01,L,991343
2016-12-01,M,3116001
2016-12-01,N,3506813
2016-12-01,P,-99
2016-12-01,Q,1930747
2016-12-01,R,147416192
2016-12-01,S,755451
2017-01-01,A,117605464
2017-01-01,B,434074112
2017-01-01,C,3063499264
2017-01-01,D,11146087
2017-01-01,E,1895368
2017-01-01,F,50041744
2017-01-01,G,553280896
2017-01-01,H,92922368
2017-01-01,I,199633
2017-01-01,J,3598328
2017-01-01,K,-99
2017-01-01,L,952924
2017-01-01,M,2514893
2017-01-01,N,2708874
2017-01-01,Q,281586
2017-01-01,R,198569
2017-01-01,S,385763
2017-01-01,Z,-99
2017-02-01,A,143884576
2017-02-01,B,388967584
2017-02-01,C,2732343552
2017-02-01,D,4151900
2017-02-01,E,2037392
2017-02-01,F,741681
2017-02-01,G,490273312
2017-02-01,H,92139560
2017-02-01,I,-99
2017-02-01,J,3597318
2017-02-01,K,-99
2017-02-01,L,1677631
2017-02-01,M,1092877
2017-02-01,N,2872387
2017-02-01,P,-99
2017-02-01,Q,286697
2017-02-01,R,5042000
2017-02-01,S,386948
2017-03-01,A,173124560
2017-03-01,B,372967168
2017-03-01,C,3317913344
2017-03-01,D,1801056
2017-03-01,E,1471999
2017-03-01,F,978808
2017-03-01,G,594459648
2017-03-01,H,94175752
2017-03-01,I,186093
2017-03-01,J,3008183
2017-03-01,K,-99
2017-03-01,L,255316
2017-03-01,M,2166100
2017-03-01,N,3125063
2017-03-01,P,-99
2017-03-01,Q,311510
2017-03-01,R,262352
2017-03-01,S,689663
2017-03-01,Z,-99
2017-04-01,A,136432768
2017-04-01,B,255179280
2017-04-01,C,3608881664
2017-04-01,D,6992212
2017-04-01,E,875677
2017-04-01,F,2445320
2017-04-01,G,745673472
2017-04-01,H,17653772
2017-04-01,I,-99
2017-04-01,J,2743519
2017-04-01,K,-99
2017-04-01,L,229421
2017-04-01,M,1395483
2017-04-01,N,2629589
2017-04-01,Q,346003
2017-04-01,R,2838316
2017-04-01,S,631736
2017-04-01,Z,-99
2017-05-01,A,137201936
2017-05-01,B,456024832
2017-05-01,C,3805050880
2017-05-01,D,16244861
2017-05-01,E,1481406
2017-05-01,F,50732252
2017-05-01,G,886138880
2017-05-01,H,85815248
2017-05-01,I,-99
2017-05-01,J,2971038
2017-05-01,K,-99
2017-05-01,L,94012
2017-05-01,M,7691718
2017-05-01,N,3532173
2017-05-01,Q,2083137
2017-05-01,R,254152
2017-05-01,S,752073
2017-06-01,A,181460704
2017-06-01,B,404251136
2017-06-01,C,3706746624
2017-06-01,D,12759369
2017-06-01,E,1147318
2017-06-01,F,2884374
2017-06-01,G,725750720
2017-06-01,H,64879520
2017-06-01,I,139012
2017-06-01,J,2449609
2017-06-01,K,-99
2017-06-01,L,132122
2017-06-01,M,1369226
2017-06-01,N,3003188
2017-06-01,P,27640
2017-06-01,Q,312811
2017-06-01,R,415050
2017-06-01,S,720776
2017-07-01,A,208179680
2017-07-01,B,365373760
2017-07-01,C,3915179008
2017-07-01,D,5900574
2017-07-01,E,896233
2017-07-01,F,787386
2017-07-01,G,690369472
2017-07-01,H,68896760
2017-07-01,I,-99
2017-07-01,J,4110424
2017-07-01,K,-99
2017-07-01,L,200140
2017-07-01,M,4409049
2017-07-01,N,3477416
2017-07-01,P,-99
2017-07-01,Q,720605
2017-07-01,R,31607
2017-07-01,S,959004
2017-08-01,A,182937728
2017-08-01,B,376806400
2017-08-01,C,3768979456
2017-08-01,D,30044482
2017-08-01,E,2061459
2017-08-01,F,1255623
2017-08-01,G,762932608
2017-08-01,H,102006112
2017-08-01,I,210336
2017-08-01,J,2436322
2017-08-01,K,-99
2017-08-01,L,195306
2017-08-01,M,1322530
2017-08-01,N,2322473
2017-08-01,P,-99
2017-08-01,Q,467447
2017-08-01,R,-99
2017-08-01,S,388866
2017-09-01,A,206063024
2017-09-01,B,432014464
2017-09-01,C,3592833280
2017-09-01,D,8267174
2017-09-01,E,2023216
2017-09-01,F,761656
2017-09-01,G,754814976
2017-09-01,H,210399024
2017-09-01,I,-99
2017-09-01,J,2958020
2017-09-01,K,8042229
2017-09-01,L,125729
2017-09-01,M,872403
2017-09-01,N,2946067
2017-09-01,P,-99
2017-09-01,Q,414534
2017-09-01,R,-99
2017-09-01,S,552952
2017-10-01,A,204507728
2017-10-01,B,531100704
2017-10-01,C,3693188864
2017-10-01,D,19406638
2017-10-01,E,2173034
2017-10-01,F,534079
2017-10-01,G,692916608
2017-10-01,H,140533280
2017-10-01,I,735875
2017-10-01,J,2960061
2017-10-01,K,-99
2017-10-01,L,2475799
2017-10-01,M,1521563
2017-10-01,N,2279065
2017-10-01,P,-99
2017-10-01,Q,218335
2017-10-01,R,-99
2017-10-01,S,568062
2017-11-01,A,149082240
2017-11-01,B,495213952
2017-11-01,C,3293716992
2017-11-01,D,4994114
2017-11-01,E,1988858
2017-11-01,F,1215404
2017-11-01,G,500666816
2017-11-01,H,127024144
2017-11-01,I,267997
2017-11-01,J,4623016
2017-11-01,K,-99
2017-11-01,L,949053
2017-11-01,M,1289016
2017-11-01,N,3392793
2017-11-01,P,-99
2017-11-01,Q,375241
2017-11-01,R,-99
2017-11-01,S,734033
2017-11-01,Z,-99
2017-12-01,A,118652888
2017-12-01,B,599682112
2017-12-01,C,3228943360
2017-12-01,D,7418987
2017-12-01,E,1912855
2017-12-01,F,5974932
2017-12-01,G,503501632
2017-12-01,H,9364013
2017-12-01,I,165929
2017-12-01,J,3461135
2017-12-01,K,-99
2017-12-01,L,6295133
2017-12-01,M,4692957
2017-12-01,N,2499615
2017-12-01,P,-99
2017-12-01,Q,461263
2017-12-01,R,196851
2017-12-01,S,936265
2017-12-01,Z,-99
2018-01-01,A,132966184
2018-01-01,B,564709568
2018-01-01,C,3239308032
2018-01-01,D,13947983
2018-01-01,E,-99
2018-01-01,F,1092303
2018-01-01,G,655869504
2018-01-01,H,31828004
2018-01-01,I,-99
2018-01-01,J,2906229
2018-01-01,K,-99
2018-01-01,L,89254
2018-01-01,M,2207862
2018-01-01,N,3036846
2018-01-01,P,-99
2018-01-01,Q,141754
2018-01-01,R,-99
2018-01-01,S,813538
2018-02-01,A,145951744
2018-02-01,B,415704928
2018-02-01,C,2982784512
2018-02-01,D,11773840
2018-02-01,E,1265811
2018-02-01,F,1271737
2018-02-01,G,592805440
2018-02-01,H,54170568
2018-02-01,I,-99
2018-02-01,J,1665200
2018-02-01,K,-99
2018-02-01,L,150191
2018-02-01,M,938115
2018-02-01,N,3278385
2018-02-01,P,-99
2018-02-01,Q,324240
2018-02-01,R,-99
2018-02-01,S,553712
2018-03-01,A,179060096
2018-03-01,B,550122368
2018-03-01,C,3974339072
2018-03-01,D,10586172
2018-03-01,E,2650826
2018-03-01,F,741113
2018-03-01,G,531425024
2018-03-01,H,101723560
2018-03-01,I,-99
2018-03-01,J,3405081
2018-03-01,K,-99
2018-03-01,L,-99
2018-03-01,M,1908624
2018-03-01,N,4140577
2018-03-01,P,-99
2018-03-01,Q,301343
2018-03-01,R,103573
2018-03-01,S,719582
2018-04-01,A,181492160
2018-04-01,B,540086528
2018-04-01,C,3898557952
2018-04-01,D,10666608
2018-04-01,E,1930042
2018-04-01,F,1944101
2018-04-01,G,444237472
2018-04-01,H,141933616
2018-04-01,I,-99
2018-04-01,J,1683494
2018-04-01,K,-99
2018-04-01,L,43843
2018-04-01,M,2058565
2018-04-01,N,4713378
2018-04-01,P,49418
2018-04-01,Q,138951
2018-04-01,R,1065037
2018-04-01,S,699869
2018-04-01,Z,-99
2018-05-01,A,131697656
2018-05-01,B,512646976
2018-05-01,C,3802419200
2018-05-01,D,14294556
2018-05-01,E,2083246
2018-05-01,F,1407019
2018-05-01,G,509398624
2018-05-01,H,38219236
2018-05-01,I,206756
2018-05-01,J,2255032
2018-05-01,K,-99
2018-05-01,L,108848
2018-05-01,M,10097669
2018-05-01,N,4451390
2018-05-01,Q,588372
2018-05-01,R,1131206
2018-05-01,S,452150
2018-06-01,A,194287360
2018-06-01,B,437223616
2018-06-01,C,3830954752
2018-06-01,D,22593714
2018-06-01,E,2849991
2018-06-01,F,854120
2018-06-01,G,509373952
2018-06-01,H,99706000
2018-06-01,I,245803
2018-06-01,J,7745522
2018-06-01,K,-99
2018-06-01,L,-99
2018-06-01,M,1974677
2018-06-01,N,4759064
2018-06-01,P,-99
2018-06-01,Q,91406
2018-06-01,R,-99
2018-06-01,S,452097
2018-07-01,A,172423456
2018-07-01,B,576216576
2018-07-01,C,3929851648
2018-07-01,D,31029940
2018-07-01,E,3681656
2018-07-01,F,2209973
2018-07-01,G,523109600
2018-07-01,H,86423864
2018-07-01,I,-99
2018-07-01,J,2547040
2018-07-01,K,3769047
2018-07-01,L,200768
2018-07-01,M,2516252
2018-07-01,N,3780754
2018-07-01,P,-99
2018-07-01,Q,430345
2018-07-01,R,5340462
2018-07-01,S,974075
2018-08-01,A,173062496
2018-08-01,B,392025696
2018-08-01,C,4029808896
2018-08-01,D,29869408
2018-08-01,E,3188354
2018-08-01,F,1777517
2018-08-01,G,411030496
2018-08-01,H,27092180
2018-08-01,I,103455
2018-08-01,J,2974454
2018-08-01,K,-99
2018-08-01,L,211470
2018-08-01,M,3201668
2018-08-01,N,3084377
2018-08-01,P,-99
2018-08-01,Q,393956
2018-08-01,R,97280
2018-08-01,S,858027
2018-08-01,Z,-99
2018-09-01,A,197355104
2018-09-01,B,496599680
2018-09-01,C,3725028096
2018-09-01,D,13395297
2018-09-01,E,2482298
2018-09-01,F,2477890
2018-09-01,G,444200416
2018-09-01,H,54336060
2018-09-01,I,166499
2018-09-01,J,2549439
2018-09-01,K,-99
2018-09-01,L,116250
2018-09-01,M,2823683
2018-09-01,N,2711097
2018-09-01,P,-99
2018-09-01,Q,-99
2018-09-01,R,-99
2018-09-01,S,1065265
2018-10-01,A,245594752
2018-10-01,B,717636480
2018-10-01,C,3861892864
2018-10-01,D,21437324
2018-10-01,E,489630
2018-10-01,F,1500588
2018-10-01,G,532502944
2018-10-01,H,203091360
2018-10-01,I,-99
2018-10-01,J,2485641
2018-10-01,K,-99
2018-10-01,L,-99
2018-10-01,M,1578485
2018-10-01,N,1864099
2018-10-01,P,-99
2018-10-01,Q,290303
2018-10-01,R,-99
2018-10-01,S,572538
2018-11-01,A,172757632
2018-11-01,B,620153728
2018-11-01,C,3772381952
2018-11-01,D,48950256
2018-11-01,E,3184574
2018-11-01,F,56319028
2018-11-01,G,612283008
2018-11-01,H,25166990
2018-11-01,I,-99
2018-11-01,J,3656460
2018-11-01,K,-99
2018-11-01,L,59978
2018-11-01,M,1118879
2018-11-01,N,22638948
2018-11-01,P,-99
2018-11-01,Q,312551
2018-11-01,R,139315
2018-11-01,S,938516
2018-11-01,Z,-99
2018-12-01,A,160481056
2018-12-01,B,443530176
2018-12-01,C,3941196544
2018-12-01,D,14344233
2018-12-01,E,897630
2018-12-01,F,6280917
2018-12-01,G,641772096
2018-12-01,H,96156960
2018-12-01,I,-99
2018-12-01,J,4130289
2018-12-01,K,-99
2018-12-01,L,203334
2018-12-01,M,9429573
2018-12-01,N,3423472
2018-12-01,Q,331230
2018-12-01,R,104592
2018-12-01,S,602805
2019-01-01,A,114158896
2019-01-01,B,406729536
2019-01-01,C,3293061888
2019-01-01,D,57899828
2019-01-01,E,916869
2019-01-01,F,1569170
2019-01-01,G,511055808
2019-01-01,H,134647248
2019-01-01,I,191059
2019-01-01,J,3188174
2019-01-01,K,-99
2019-01-01,L,-99
2019-01-01,M,1833281
2019-01-01,N,2871235
2019-01-01,P,-99
2019-01-01,Q,151708
2019-01-01,R,5749391
2019-01-01,S,558591
2019-02-01,A,160931744
2019-02-01,B,451802400
2019-02-01,C,3137151744
2019-02-01,D,10760747
2019-02-01,E,1661738
2019-02-01,F,2357572
2019-02-01,G,499995520
2019-02-01,H,72848808
2019-02-01,I,155599
2019-02-01,J,3982296
2019-02-01,K,-99
2019-02-01,L,121371
2019-02-01,M,1344809
2019-02-01,N,2645373
2019-02-01,Q,234738
2019-02-01,R,2803200
2019-02-01,S,486325
2019-02-01,Z,-99
2019-03-01,A,154189792
2019-03-01,B,523235616
2019-03-01,C,3790864128
2019-03-01,D,32579732
2019-03-01,E,1206526
2019-03-01,F,3238717
2019-03-01,G,491543744
2019-03-01,H,30389150
2019-03-01,I,127585
2019-03-01,J,3096400
2019-03-01,K,-99
2019-03-01,L,214834
2019-03-01,M,1385543
2019-03-01,N,2516503
2019-03-01,P,-99
2019-03-01,Q,228925
2019-03-01,R,-99
2019-03-01,S,1131760
2019-03-01,Z,-99
2019-04-01,A,140129456
2019-04-01,B,541213184
2019-04-01,C,3959869440
2019-04-01,D,17501064
2019-04-01,E,-99
2019-04-01,F,2909157
2019-04-01,G,593187840
2019-04-01,H,183316320
2019-04-01,I,77901
2019-04-01,J,2645728
2019-04-01,K,-99
2019-04-01,L,81657
2019-04-01,M,840105
2019-04-01,N,8402334
2019-04-01,P,-99
2019-04-01,Q,2452315
2019-04-01,R,-99
2019-04-01,S,658769
2019-05-01,A,148604912
2019-05-01,B,558578368
2019-05-01,C,4298694144
2019-05-01,D,4069407
2019-05-01,E,643949
2019-05-01,F,4467957
2019-05-01,G,881283520
2019-05-01,H,55760256
2019-05-01,I,-99
2019-05-01,J,2341290
2019-05-01,K,-99
2019-05-01,L,-99
2019-05-01,M,1781277
2019-05-01,N,3683451
2019-05-01,P,-99
2019-05-01,Q,326597
2019-05-01,R,127032
2019-05-01,S,865251
2019-06-01,A,124817792
2019-06-01,B,513586432
2019-06-01,C,3933375232
2019-06-01,D,26342048
2019-06-01,E,467616
2019-06-01,F,2500513
2019-06-01,G,570438912
2019-06-01,H,82714488
2019-06-01,I,147131
2019-06-01,J,3563794
2019-06-01,K,-99
2019-06-01,L,197638
2019-06-01,M,1749901
2019-06-01,N,3952417
2019-06-01,P,-99
2019-06-01,Q,163728
2019-06-01,R,246764
2019-06-01,S,771189
2019-07-01,A,173190688
2019-07-01,B,529496064
2019-07-01,C,4240646912
2019-07-01,D,6759955
2019-07-01,E,589602
2019-07-01,F,7388737
2019-07-01,G,744361408
2019-07-01,H,50299808
2019-07-01,I,179347
2019-07-01,J,3488728
2019-07-01,K,-99
2019-07-01,L,152224
2019-07-01,M,4856448
2019-07-01,N,2326648
2019-07-01,Q,1988591
2019-07-01,R,259510
2019-07-01,S,606114
2019-08-01,A,184512240
2019-08-01,B,449798816
2019-08-01,C,3943264256
2019-08-01,D,11104795
2019-08-01,E,615372
2019-08-01,F,3019192
2019-08-01,G,746397440
2019-08-01,H,84831632
2019-08-01,I,-99
2019-08-01,J,2910785
2019-08-01,K,-99
2019-08-01,L,48427
2019-08-01,M,2220859
2019-08-01,N,1258749
2019-08-01,P,-99
2019-08-01,Q,323788
2019-08-01,R,-99
2019-08-01,S,661137
2019-08-01,Z,-99
2019-09-01,A,147262752
2019-09-01,B,505677984
2019-09-01,C,4237211904
2019-09-01,D,33077608
2019-09-01,E,299294
2019-09-01,F,3987773
2019-09-01,G,694696960
2019-09-01,H,25079964
2019-09-01,I,99486
2019-09-01,J,2157224
2019-09-01,K,-99
2019-09-01,L,94753
2019-09-01,M,1126446
2019-09-01,N,3018420
2019-09-01,P,-99
2019-09-01,Q,332542
2019-09-01,R,114995
2019-09-01,S,730425
2019-10-01,A,178324144
2019-10-01,B,575299328
2019-10-01,C,4279058176
2019-10-01,D,2823577
2019-10-01,E,911582
2019-10-01,F,787942
2019-10-01,G,682699840
2019-10-01,H,60048368
2019-10-01,I,-99
2019-10-01,J,3293522
2019-10-01,K,-99
2019-10-01,L,-99
2019-10-01,M,2048897
2019-10-01,N,3232642
2019-10-01,P,-99
2019-10-01,Q,541506
2019-10-01,R,270751
2019-10-01,S,692476
2019-11-01,A,150291280
2019-11-01,B,513066784
2019-11-01,C,4086129920
2019-11-01,D,25087720
2019-11-01,E,-99
2019-11-01,F,1395675
2019-11-01,G,600623744
2019-11-01,H,717346112
2019-11-01,I,129857
2019-11-01,J,3178221
2019-11-01,K,-99
2019-11-01,L,149985
2019-11-01,M,1929585
2019-11-01,N,1379840
2019-11-01,P,-99
2019-11-01,Q,537392
2019-11-01,R,16532034
2019-11-01,S,749091
2019-12-01,A,145468624
2019-12-01,B,557076288
2019-12-01,C,4050035200
2019-12-01,D,4463838
2019-12-01,E,632066
2019-12-01,F,4119924
2019-12-01,G,516216736
2019-12-01,H,65580468
2019-12-01,I,276113
2019-12-01,J,3899250
2019-12-01,K,-99
2019-12-01,L,167245
2019-12-01,M,1652792
2019-12-01,N,3079049
2019-12-01,P,-99
2019-12-01,Q,-99
2019-12-01,R,20362
2019-12-01,S,1185013
2019-12-01,Z,-99
2020-01-01,A,109493208
2020-01-01,B,443520480
2020-01-01,C,3249167360
2020-01-01,D,1250471
2020-01-01,E,246216
2020-01-01,F,1921139
2020-01-01,G,576500992
2020-01-01,H,96172712
2020-01-01,I,278706
2020-01-01,J,2439700
2020-01-01,K,-99
2020-01-01,L,-99
2020-01-01,M,1245748
2020-01-01,N,3909042
2020-01-01,Q,298567
2020-01-01,R,-99
2020-01-01,S,909974
2020-02-01,A,162312480
2020-02-01,B,402185696
2020-02-01,C,3042051328
2020-02-01,D,22486882
2020-02-01,E,716507
2020-02-01,F,2638708
2020-02-01,G,528922048
2020-02-01,H,28891824
2020-02-01,I,242098
2020-02-01,J,2987113
2020-02-01,K,-99
2020-02-01,L,24090
2020-02-01,M,10333277
2020-02-01,N,2072103
2020-02-01,Q,265093
2020-02-01,R,-99
2020-02-01,S,830450
2020-03-01,A,144959536
2020-03-01,B,413872128
2020-03-01,C,3143147264
2020-03-01,D,1443742
2020-03-01,E,-99
2020-03-01,F,5999762
2020-03-01,G,530246400
2020-03-01,H,47986556
2020-03-01,I,-99
2020-03-01,J,1198377
2020-03-01,K,-99
2020-03-01,L,235074
2020-03-01,M,735019
2020-03-01,N,5790540
2020-03-01,P,-99
2020-03-01,Q,220223
2020-03-01,S,506755
2020-04-01,A,134987664
2020-04-01,B,367391520
2020-04-01,C,3008611328
2020-04-01,D,4178404
2020-04-01,E,-99
2020-04-01,F,2705050
2020-04-01,G,681100992
2020-04-01,H,16130617
2020-04-01,I,-99
2020-04-01,J,1332516
2020-04-01,K,-99
2020-04-01,M,409771
2020-04-01,N,2372625
2020-04-01,P,-99
2020-04-01,Q,169843
2020-04-01,S,680740
2020-05-01,A,177035504
2020-05-01,B,370558336
2020-05-01,C,3471157504
2020-05-01,D,17079192
2020-05-01,E,-99
2020-05-01,F,2551519
2020-05-01,G,900481600
2020-05-01,H,231111424
2020-05-01,I,83529
2020-05-01,J,821797
2020-05-01,K,-99
2020-05-01,L,-99
2020-05-01,M,8948654
2020-05-01,N,9712269
2020-05-01,Q,260263
2020-05-01,R,-99
2020-05-01,S,834781
2020-06-01,A,162241856
2020-06-01,B,369490592
2020-06-01,C,3402064384
2020-06-01,D,9570318
2020-06-01,E,-99
2020-06-01,F,2027479
2020-06-01,G,739267456
2020-06-01,H,42200640
2020-06-01,I,-99
2020-06-01,J,1830701
2020-06-01,K,-99
2020-06-01,L,-99
2020-06-01,M,1517337
2020-06-01,N,2956063
2020-06-01,Q,208030
2020-06-01,R,-99
2020-06-01,S,730660
2020-07-01,A,143007904
2020-07-01,B,409001376
2020-07-01,C,3474443520
2020-07-01,D,6953620
2020-07-01,E,-99
2020-07-01,F,3492090
2020-07-01,G,785824896
2020-07-01,H,75766512
2020-07-01,I,75703
2020-07-01,J,1238620
2020-07-01,K,-99
2020-07-01,L,-99
2020-07-01,M,1146270
2020-07-01,N,3975430
2020-07-01,P,-99
2020-07-01,Q,641173
2020-07-01,R,-99
2020-07-01,S,1218875
2020-08-01,A,166257728
2020-08-01,B,377805888
2020-08-01,C,3457254912
2020-08-01,D,3575470
2020-08-01,E,718354
2020-08-01,F,4542338
2020-08-01,G,780365248
2020-08-01,H,106170688
2020-08-01,I,165572
2020-08-01,J,2327131
2020-08-01,K,-99
2020-08-01,M,1627148
2020-08-01,N,1391102
2020-08-01,Q,408153
2020-08-01,S,1121663
2020-08-01,Z,-99
2020-09-01,A,157599936
2020-09-01,B,426405696
2020-09-01,C,3470702336
2020-09-01,D,23521128
2020-09-01,E,293605
2020-09-01,F,3870044
2020-09-01,G,563453952
2020-09-01,H,26012950
2020-09-01,I,126067
2020-09-01,J,1997589
2020-09-01,K,-99
2020-09-01,L,-99
2020-09-01,M,1356485
2020-09-01,N,1098073
2020-09-01,P,-99
2020-09-01,Q,125093
2020-09-01,S,1272048
2020-10-01,A,185422048
2020-10-01,B,393212800
2020-10-01,C,3322070784
2020-10-01,D,6207757
2020-10-01,E,-99
2020-10-01,F,1810417
2020-10-01,G,598947776
2020-10-01,H,32228392
2020-10-01,I,50447
2020-10-01,J,2623328
2020-10-01,K,-99
2020-10-01,L,-99
2020-10-01,M,2111720
2020-10-01,N,2287249
2020-10-01,P,-99
2020-10-01,Q,-99
2020-10-01,R,-99
2020-10-01,S,1532379
2020-11-01,A,116026752
2020-11-01,B,829938880
2020-11-01,C,3185570816
2020-11-01,D,14032219
2020-11-01,E,-99
2020-11-01,F,3281831
2020-11-01,G,482997568
2020-11-01,H,25719506
2020-11-01,I,162991
2020-11-01,J,2238531
2020-11-01,K,-99
2020-11-01,L,40756
2020-11-01,M,1575060
2020-11-01,N,2213961
2020-11-01,P,-99
2020-11-01,Q,-99
2020-11-01,S,961898
2020-12-01,A,98634008
2020-12-01,B,433439904
2020-12-01,C,2373755392
2020-12-01,D,429006
2020-12-01,E,299274
2020-12-01,F,6481650
2020-12-01,G,367105472
2020-12-01,H,7316366
2020-12-01,I,83311
2020-12-01,J,2384376
2020-12-01,K,-99
2020-12-01,L,23369
2020-12-01,M,2175086
2020-12-01,N,146659760
2020-12-01,P,-99
2020-12-01,Q,489505
2020-12-01,R,-99
2020-12-01,S,932634
2021-01-01,A,77056704
2021-01-01,B,415265280
2021-01-01,C,3660237312
2021-01-01,D,6380126
2021-01-01,E,255351
2021-01-01,F,8493963
2021-01-01,G,507699616
2021-01-01,H,38474208
2021-01-01,I,110058
2021-01-01,J,2838874
2021-01-01,K,-99
2021-01-01,L,-99
2021-01-01,M,984274
2021-01-01,N,241854512
2021-01-01,P,-99
2021-01-01,Q,213728
2021-01-01,R,34397
2021-01-01,S,274066
2021-01-01,Z,-99
2021-02-01,A,124757760
2021-02-01,B,420380384
2021-02-01,C,3463357952
2021-02-01,D,30721116
2021-02-01,E,364217
2021-02-01,F,7506905
2021-02-01,G,574259968
2021-02-01,H,75524512
2021-02-01,I,161542
2021-02-01,J,1865057
2021-02-01,K,-99
2021-02-01,L,31227
2021-02-01,M,1740441
2021-02-01,N,6549191
2021-02-01,Q,310851
2021-02-01,S,424531
2021-03-01,A,153633280
2021-03-01,B,464245696
2021-03-01,C,4253075712
2021-03-01,D,3621408
2021-03-01,E,289946
2021-03-01,F,14242066
2021-03-01,G,736455872
2021-03-01,H,78594240
2021-03-01,I,161604
2021-03-01,J,3106641
2021-03-01,K,-99
2021-03-01,L,4643960
2021-03-01,M,1542745
2021-03-01,N,111877640
2021-03-01,P,-99
2021-03-01,Q,133072
2021-03-01,R,-99
2021-03-01,S,449162
2021-04-01,A,138104144
2021-04-01,B,389544256
2021-04-01,C,4497874432
2021-04-01,D,7135497
2021-04-01,E,120013
2021-04-01,F,870893
2021-04-01,G,914936448
2021-04-01,H,144224256
2021-04-01,I,104619
2021-04-01,J,4458754
2021-04-01,K,-99
2021-04-01,L,-99
2021-04-01,M,1459604
2021-04-01,N,114087752
2021-04-01,P,-99
2021-04-01,Q,71119
2021-04-01,R,-99
2021-04-01,S,482213
2021-04-01,Z,-99
2021-05-01,A,169857360
2021-05-01,B,602380928
2021-05-01,C,4699628544
2021-05-01,D,28516718
2021-05-01,E,573341
2021-05-01,F,6528271
2021-05-01,G,1096484992
2021-05-01,H,543196544
2021-05-01,I,180131
2021-05-01,J,2376047
2021-05-01,K,-99
2021-05-01,L,-99
2021-05-01,M,1985912
2021-05-01,N,11097537
2021-05-01,P,-99
2021-05-01,Q,147342
2021-05-01,R,-99
2021-05-01,S,698874
2021-06-01,A,190412256
2021-06-01,B,669477312
2021-06-01,C,4880677888
2021-06-01,D,14196985
2021-06-01,E,822584
2021-06-01,F,2001932
2021-06-01,G,1039826112
2021-06-01,H,119677168
2021-06-01,I,-99
2021-06-01,J,1987047
2021-06-01,K,-99
2021-06-01,L,-99
2021-06-01,M,3481762
2021-06-01,N,10730333
2021-06-01,P,44430
2021-06-01,Q,205943
2021-06-01,R,-99
2021-06-01,S,588983
2021-07-01,A,190852960
2021-07-01,B,500105344
2021-07-01,C,5210431488
2021-07-01,D,5088045
2021-07-01,E,663455
2021-07-01,F,2870190
2021-07-01,G,1143549952
2021-07-01,H,53533496
2021-07-01,I,83509
2021-07-01,J,1990632
2021-07-01,K,-99
2021-07-01,L,6864975
2021-07-01,M,3361802
2021-07-01,N,21231778
2021-07-01,Q,106072
2021-07-01,R,-99
2021-07-01,S,272540
2021-08-01,A,223173232
2021-08-01,B,635515072
2021-08-01,C,5667296768
2021-08-01,D,33130046
2021-08-01,E,578215
2021-08-01,F,4111449
2021-08-01,G,1241592960
2021-08-01,H,173223648
2021-08-01,I,181518
2021-08-01,J,3219726
2021-08-01,K,-99
2021-08-01,M,3943115
2021-08-01,N,37191320
2021-08-01,P,-99
2021-08-01,Q,155878
2021-08-01,S,654316
2021-09-01,A,200997776
2021-09-01,B,436082496
2021-09-01,C,5326203392
2021-09-01,D,203832864
2021-09-01,E,193107
2021-09-01,F,3301257
2021-09-01,G,1105273856
2021-09-01,H,134912640
2021-09-01,I,1549626
2021-09-01,J,7162339
2021-09-01,K,-99
2021-09-01,L,94622
2021-09-01,M,1589632
2021-09-01,N,175656704
2021-09-01,P,-99
2021-09-01,Q,118518
2021-09-01,R,-99
2021-09-01,S,657484
2021-10-01,A,176817968
2021-10-01,B,571643136
2021-10-01,C,4948169216
2021-10-01,D,32925688
2021-10-01,E,-99
2021-10-01,F,6668602
2021-10-01,G,831206848
2021-10-01,H,52364888
